pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
GLOBAL	I	1	10000	0.0003171657171861	3767	196860	620684990	3245290135
GLOBAL	I	10001	20000	0.00068086925344286	3717	549288	806745197	2969819728
GLOBAL	I	20001	30000	0.0018200581630704	3151	374680	205861553	2995633222
GLOBAL	I	30001	40000	0.014081150445734	2520	1807188	128340934	2434074116
GLOBAL	I	40001	50000	0.0034106196375091	1908	1275176	373883967	1564691733
GLOBAL	I	50001	60000	0.0020306588371181	6340	11324172	5576599965	864998535
GLOBAL	I	60001	70000	0.0019601373512762	8327	16357264	8344958066	115482109
GLOBAL	I	70001	80000	0.0023619162157931	8992	21445600	9079746291	56350509
GLOBAL	I	80001	90000	0.0028742779433389	7521	20908868	7274476725	367047300
GLOBAL	I	90001	100000	0.0022645239907165	7968	17924284	7915254629	180432571
GLOBAL	I	100001	110000	0.0033237073545599	8156	27129420	8162397319	124302581
GLOBAL	I	110001	120000	0.0023909157293792	7993	19058500	7971213609	149874216
GLOBAL	I	120001	130000	0.0030243416095808	8078	24478320	8093768218	113681732
GLOBAL	I	130001	140000	0.0016626900596712	8983	15100692	9082084729	44867846
GLOBAL	I	140001	150000	0.0016895544839174	9075	15507156	9178251514	42175361
GLOBAL	I	150001	160000	0.0028320289059801	7737	21687068	7657784832	203200593
GLOBAL	I	160001	170000	0.0032918668612947	6706	21820040	6628469777	184993873
GLOBAL	I	170001	180000	0.0029046043147977	6911	19794912	6815011566	206737209
GLOBAL	I	180001	190000	0.0033291310492664	6795	22085596	6634042239	269847636
GLOBAL	I	190001	200000	0.0040531193029046	5667	21079300	5200759816	557053859
GLOBAL	I	200001	210000	0.0031093028949298	6752	20829488	6699086163	161114637
GLOBAL	I	210001	220000	0.003544789319066	6316	22083952	6229975892	187238008
GLOBAL	I	220001	230000	0.0034144168416493	6537	21925852	6421551034	220204391
GLOBAL	I	230001	240000	0.0033991307306974	6236	18277064	5376981778	959966147
GLOBAL	I	240001	250000	0.0035100941257954	7536	26437700	7531906283	124858117
GLOBAL	I	250001	260000	0.0039205697270303	7529	29287172	7470131649	179520576
GLOBAL	I	260001	270000	0.0035007866695141	4424	11989008	3424661121	1073281554
GLOBAL	I	270001	280000	0.0031209097782883	7627	23746268	7608764651	140458024
GLOBAL	I	280001	290000	0.0021585202271534	8041	17387344	8055214763	114642262
GLOBAL	I	290001	300000	0.0027524910416196	7585	20441676	7426609457	279940168
GLOBAL	I	300001	310000	0.0021145151319413	8550	18145060	8581191842	105821908
GLOBAL	I	310001	320000	0.0013053581184957	8313	10908304	8356560430	89655395
GLOBAL	I	320001	330000	0.0016171496620603	7328	11865440	7337255344	108175856
GLOBAL	I	330001	340000	0.0020696551554496	7901	16434352	7940623324	86990201
GLOBAL	I	340001	350000	0.0020973447842229	7443	14167248	6754849325	807424750
GLOBAL	I	350001	360000	0.0032278556047688	7054	22627132	7009957932	157082418
GLOBAL	I	360001	370000	0.0029175137411651	6725	19346620	6631200987	201567138
GLOBAL	I	370001	380000	0.0027817478672363	7116	19793144	7115362335	114671565
GLOBAL	I	380001	390000	0.0040009097085573	6388	25413652	6351968390	138399310
GLOBAL	I	390001	400000	0.0031522651477457	7190	22695608	7199777600	105442150
GLOBAL	I	400001	410000	0.0034513299027286	7843	27119592	7857722317	110961758
GLOBAL	I	410001	420000	0.0038579627645294	7684	29679336	7693007375	114128725
GLOBAL	I	420001	430000	0.004229744107285	6609	26510604	6267661430	447247795
GLOBAL	I	430001	440000	0.0038978535545055	7148	26927440	6908273906	354272794
GLOBAL	I	440001	450000	0.0041146255193385	6465	25749228	6257976061	310625564
GLOBAL	I	450001	460000	0.0051230472136757	4424	20342376	3970757081	524137519
GLOBAL	I	460001	470000	0.0045745346691511	6345	28576636	6246894617	199784008
GLOBAL	I	470001	480000	0.0038755454238355	6830	26079556	6729260826	210189924
GLOBAL	I	480001	490000	0.0042556961066923	6150	25157564	5911503869	337049881
GLOBAL	I	490001	500000	0.0036393029076472	5971	21100088	5797837810	268847465
GLOBAL	I	500001	510000	0.0041406448509063	6796	27988572	6759471775	145434125
GLOBAL	I	510001	520000	0.0030265119263727	6191	18351888	6063709130	226501645
GLOBAL	I	520001	530000	0.0035731644812919	7008	24818764	6945877843	174425357
GLOBAL	I	530001	540000	0.0034395890232793	8015	27581052	8018705669	124734706
GLOBAL	I	540001	550000	0.0047026530705698	6617	30887516	6568104331	154933094
GLOBAL	I	550001	560000	0.003680124971455	5714	19616604	5330417894	475148956
GLOBAL	I	560001	570000	0.0031103885621573	7233	22249632	7153328774	195580051
GLOBAL	I	570001	580000	0.004041742761302	6714	26488164	6553649147	267942703
GLOBAL	I	580001	590000	0.0095679682948013	2230	7356024	768817765	1578199985
GLOBAL	I	590001	600000	0.0064368764927034	5231	30440256	4729041490	641666660
GLOBAL	I	600001	610000	0.0042540503421612	7398	30878952	7258718049	257834901
GLOBAL	I	610001	620000	0.0047646580931891	5039	16526116	3468478887	1651271088
GLOBAL	I	620001	630000	0.0093207278389232	1230	2520712	270441541	982317284
GLOBAL	I	630001	640000	0.00085358566063488	405	7032	8238189	415444236
GLOBAL	I	640001	650000	0.0076674248602588	2481	4027040	525214146	2046345129
GLOBAL	I	650001	660000	0.0033871286788575	5398	14679904	4334026071	1150476879
GLOBAL	I	660001	670000	0.0030597138895173	6316	18698032	6111039357	306174543
GLOBAL	I	670001	680000	0.0054468272068786	6875	37175944	6825247541	159924334
GLOBAL	I	680001	690000	0.0060677732035796	6329	37198704	6130536319	299885906
GLOBAL	I	690001	700000	0.0060025377129673	5970	33514492	5583387161	482282089
GLOBAL	I	700001	710000	0.004536202447512	5997	26615928	5867447123	225654802
GLOBAL	I	710001	720000	0.0062460395564481	5065	27533788	4408199428	737967197
GLOBAL	I	720001	730000	0.0061257704701694	4998	29402852	4799861853	278231097
GLOBAL	I	730001	740000	0.0058120034987571	6040	34050672	5858680575	278110425
GLOBAL	I	740001	750000	0.0058032131660445	5479	31185988	5373917364	192883611
GLOBAL	I	750001	760000	0.007446706217621	4964	32615736	4379887570	663660530
GLOBAL	I	760001	770000	0.0060326064625014	4218	23517784	3898444917	387148533
GLOBAL	I	770001	780000	0.0066654771610432	6313	40653260	6099077233	315088592
GLOBAL	I	780001	790000	0.0064959320982469	6594	41802244	6435141773	264527077
GLOBAL	I	790001	800000	0.0063677102842415	5266	31158224	4893159803	457227847
GLOBAL	I	800001	810000	0.0084630652088408	5949	48300304	5707187976	337144749
GLOBAL	I	810001	820000	0.0059849854419572	7247	42395684	7083673705	279459470
GLOBAL	I	820001	830000	0.0058145550166722	4646	20260628	3484467503	1255289122
GLOBAL	I	830001	840000	0.0075208356955558	6876	50812664	6756252371	229935529
GLOBAL	I	840001	850000	0.0065526909877832	6237	40032276	6109287936	227659989
GLOBAL	I	850001	860000	0.005215391775599	6995	19544964	3747554324	3359540551
GLOBAL	I	860001	870000	0.0088259042880465	6443	44426528	5033651686	1512597389
GLOBAL	I	870001	880000	0.0054242153632986	5883	29684872	5472657336	504617739
GLOBAL	I	880001	890000	0.0085211400513557	4675	24623768	2889726944	1860189931
GLOBAL	I	890001	900000	0.0083371797242928	5094	35569164	4266330483	909300867
GLOBAL	I	900001	910000	0.0056092724063255	5665	31241620	5569638580	186143045
GLOBAL	I	910001	920000	0.0063234208503887	4843	29120116	4605120660	315488415
GLOBAL	I	920001	930000	0.0072069952102937	5699	37413952	5191338541	598987934
GLOBAL	I	930001	940000	0.0052028366214466	6119	31132324	5983721240	233335735
GLOBAL	I	940001	950000	0.0077338622294022	4515	32271456	4172747722	415621178
GLOBAL	I	950001	960000	0.0088003241270081	4477	29711980	3376237008	1176571017
GLOBAL	I	960001	970000	0.008003212394528	5531	34828792	4351851517	1267782758
GLOBAL	I	970001	980000	0.0089414734205243	5470	48397776	5412729393	144927357
GLOBAL	I	980001	990000	0.0083679859233232	6540	48337992	5776538398	868265102
GLOBAL	I	990001	1000000	0.0060736396673794	4833	23486872	3867017684	1043431141
GLOBAL	I	1000001	1010000	0.0059122857841107	6098	35312856	5972792468	222927982
GLOBAL	I	1010001	1020000	0.0033139631083463	6289	20553480	6202084733	187696492
GLOBAL	I	1020001	1030000	0.0074365921617273	4709	31072600	4178338589	606123136
GLOBAL	I	1030001	1040000	0.0060998873584647	6453	38453612	6303987228	252422097
GLOBAL	I	1040001	1050000	0.0074201168040909	6929	50237516	6770448138	269589087
GLOBAL	I	1050001	1060000	0.0070847154726048	4180	27350756	3860529912	386454588
GLOBAL	I	1060001	1070000	0.0057418980360491	6564	36429072	6344430321	324757779
GLOBAL	I	1070001	1080000	0.002902403540682	6529	18951388	6529549642	104077583
GLOBAL	I	1080001	1090000	0.0052999011705023	6212	32639792	6158566160	152981140
GLOBAL	I	1090001	1100000	0.0050882474499384	6503	22265572	4375882309	2231328266
GLOBAL	I	1100001	1110000	0.0038839328715006	5215	17423776	4486116670	812453705
GLOBAL	I	1110001	1120000	0.0039978214649905	6373	24769344	6195710393	279416932
GLOBAL	I	1120001	1130000	0.0047530010224182	5758	26167144	5505394145	344877805
GLOBAL	I	1130001	1140000	0.0063288297839879	5722	35313144	5579727249	233967801
GLOBAL	I	1140001	1150000	0.0045763691168186	5974	26934256	5885507771	184225579
GLOBAL	I	1150001	1160000	0.0044490985134069	5098	21760632	4891020492	298835208
GLOBAL	I	1160001	1170000	0.0050932065103225	6361	31775568	6238813984	224121041
GLOBAL	I	1170001	1180000	0.0023987930919008	5337	12134936	5058767278	363758147
GLOBAL	I	1180001	1190000	0.0025689299572137	5513	13628460	5305111555	296234270
GLOBAL	I	1190001	1200000	0.0037646536728925	6111	22817896	6061087681	147841094
GLOBAL	I	1200001	1210000	0.0035686668037961	5063	17659580	4948509057	195625518
GLOBAL	I	1210001	1220000	0.0047216933722615	6406	29663256	6282334252	226321898
GLOBAL	I	1220001	1230000	0.0029384960272979	5806	16171972	5503486086	395555064
GLOBAL	I	1230001	1240000	0.0026691906335192	6276	15268064	5720109987	656462913
GLOBAL	I	1240001	1250000	0.0025640021963279	5789	14038548	5475248040	406520685
GLOBAL	I	1250001	1260000	0.0045974238135814	5363	23519436	5115785917	333156158
