pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
TD1	Tropical	I	1	10000	0.1107471378466018	13	40164	362664	773604
TD1	Tropical	I	10001	20000	0.2054998205465639	20	48096	234044	1010440
TD1	Tropical	I	20001	30000	0.2117375829153858	26	20940	98896	1686668
TD1	Tropical	I	30001	40000	0.2324361281036344	76	129188	555800	4097488
TD1	Tropical	I	40001	50000	0.1477237175996199	69	101992	690424	3151244
TD1	Tropical	I	50001	60000	0.1728694031407786	135	994248	5751440	1553140
TD1	Tropical	I	60001	70000	0.0884271771971636	183	863612	9766364	135400
TD1	Tropical	I	70001	80000	0.0982298473047795	192	1014932	10332216	56520
TD1	Tropical	I	80001	90000	0.1136662230351512	213	1277672	11240560	284444
TD1	Tropical	I	90001	100000	0.1012351022784092	158	813912	8039820	509244
TD1	Tropical	I	100001	110000	0.1442776850892718	208	1603976	11117284	137180
TD1	Tropical	I	110001	120000	0.1109820618655139	173	1022824	9216120	144564
TD1	Tropical	I	120001	130000	0.1474508348404287	172	1347552	9138992	167584
TD1	Tropical	I	130001	140000	0.111028806288408	145	864556	7786772	58888
TD1	Tropical	I	140001	150000	0.1005408355239967	140	757576	7535008	40112
TD1	Tropical	I	150001	160000	0.0957381259293342	200	1006228	10510212	311388
TD1	Tropical	I	160001	170000	0.1255129196130077	173	1141172	9092068	268616
TD1	Tropical	I	170001	180000	0.0937728760389335	175	836744	8923092	545808
TD1	Tropical	I	180001	190000	0.152334605229765	173	1368568	8983960	376724
TD1	Tropical	I	190001	200000	0.1495140517951983	156	1167380	7807828	633020
TD1	Tropical	I	200001	210000	0.1158828243911476	151	905704	7815688	354620
TD1	Tropical	I	210001	220000	0.1112835621444999	168	977996	8788324	301820
TD1	Tropical	I	220001	230000	0.1572359288595419	154	1250064	7950244	382388
TD1	Tropical	I	230001	240000	0.1019928422447948	148	749740	7350908	711184
TD1	Tropical	I	240001	250000	0.1439924664282487	194	1481368	10287816	209136
TD1	Tropical	I	250001	260000	0.1545012693221954	202	1652464	10695472	234344
TD1	Tropical	I	260001	270000	0.0685184914735248	115	394100	5751732	687120
TD1	Tropical	I	270001	280000	0.1146798262751345	200	1220964	10646720	174880
TD1	Tropical	I	280001	290000	0.0982997767206169	165	850748	8654628	273192
TD1	Tropical	I	290001	300000	0.1012979516026061	192	993912	9811768	576968
TD1	Tropical	I	300001	310000	0.0984015013980097	188	989076	10051432	120872
TD1	Tropical	I	310001	320000	0.0941908704198215	164	823264	8740380	133332
TD1	Tropical	I	320001	330000	0.0911447518196751	180	867332	9515984	223456
TD1	Tropical	I	330001	340000	0.0924571385872491	171	841384	9100260	152208
TD1	Tropical	I	340001	350000	0.0987597089415881	177	917772	9292980	284136
TD1	Tropical	I	350001	360000	0.1278076399881515	159	1083864	8480432	122740
TD1	Tropical	I	360001	370000	0.0727699380391443	158	591688	8130940	418124
TD1	Tropical	I	370001	380000	0.0908189578719011	135	639008	7036064	268516
TD1	Tropical	I	380001	390000	0.113905453648874	167	983092	8630772	405264
TD1	Tropical	I	390001	400000	0.1096632438427861	191	1122384	10234824	99804
TD1	Tropical	I	400001	410000	0.1992946971608203	209	2196104	11019380	289192
TD1	Tropical	I	410001	420000	0.19169530694112	243	2487196	12974736	173508
TD1	Tropical	I	420001	430000	0.1378398328611521	197	1452796	10539740	119536
TD1	Tropical	I	430001	440000	0.2402080386071646	248	2997240	12477684	941100
TD1	Tropical	I	440001	450000	0.1858071224886827	180	1389456	7477948	2261492
TD1	Tropical	I	450001	460000	0.2441185896691547	201	2522784	10334256	541452
TD1	Tropical	I	460001	470000	0.2153795372605621	262	2871048	13330180	846116
TD1	Tropical	I	470001	480000	0.2704098040123695	255	3363448	12438336	1359204
TD1	Tropical	I	480001	490000	0.2955595784682839	225	3218924	10890948	1283352
TD1	Tropical	I	490001	500000	0.24976330212807	211	2734020	10946444	470344
TD1	Tropical	I	500001	510000	0.3978997084031521	248	5209868	13093420	325364
TD1	Tropical	I	510001	520000	0.1357312405160773	179	1285908	9473928	211404
TD1	Tropical	I	520001	530000	0.3263794830049306	197	3239584	9925820	733456
TD1	Tropical	I	530001	540000	0.2100770533067736	254	2838604	13512204	231228
TD1	Tropical	I	540001	550000	0.3169480329604906	232	3850092	12147392	405664
TD1	Tropical	I	550001	560000	0.1679483441746204	149	1265040	7532316	529776
TD1	Tropical	I	560001	570000	0.11670187673554	189	1160940	9947912	278500
TD1	Tropical	I	570001	580000	0.0614693777507552	195	619944	10085412	465648
TD1	Tropical	I	580001	590000	0.0288452018647577	60	80412	2787708	512880
TD1	Tropical	I	590001	600000	0.1526196441073794	176	1387268	9089708	595624
TD1	Tropical	I	600001	610000	0.1635706328254162	199	1710816	10459188	308304
TD1	Tropical	I	610001	620000	0.1094385891683189	156	721540	6593104	1847744
TD1	Tropical	I	620001	630000	0.182633024979205	25	144912	793460	667456
TD1	Tropical	I	630001	640000	NA	0	0	0	324648
TD1	Tropical	I	640001	650000	0.0900132346552083	49	143372	1592788	1599584
TD1	Tropical	I	650001	660000	0.0962751937923892	159	738884	7674708	928464
TD1	Tropical	I	660001	670000	0.1044805446119342	156	842272	8061520	379328
TD1	Tropical	I	670001	680000	0.1605694963372402	262	2218924	13819088	357208
TD1	Tropical	I	680001	690000	0.2290712728608811	280	3167144	13826020	1378328
TD1	Tropical	I	690001	700000	0.2604009098035751	244	3018784	11592832	1609520
TD1	Tropical	I	700001	710000	0.2278302487348041	196	2311984	10147836	457332
TD1	Tropical	I	710001	720000	0.1469835868702715	216	1516696	10318812	1476732
TD1	Tropical	I	720001	730000	0.2805376538091695	232	3321200	11838696	714360
TD1	Tropical	I	730001	740000	0.254680328564822	298	3707352	14556884	1567300
TD1	Tropical	I	740001	750000	0.1938542967458459	282	2837740	14638520	619936
TD1	Tropical	I	750001	760000	0.2330665622961867	263	2748760	11793884	2436520
TD1	Tropical	I	760001	770000	0.1720532364818044	225	1872156	10881260	1293040
TD1	Tropical	I	770001	780000	0.2049895294997588	401	4073752	19872976	1824332
TD1	Tropical	I	780001	790000	0.2223554211150555	385	4329920	19472968	1358612
TD1	Tropical	I	790001	800000	0.2271873254455898	254	2899152	12761064	1144692
TD1	Tropical	I	800001	810000	0.2207063788454775	354	3953712	17913900	1240332
TD1	Tropical	I	810001	820000	0.2402469867339298	357	4268572	17767432	1549124
TD1	Tropical	I	820001	830000	0.1716924262651564	165	1297400	7556536	1371284
TD1	Tropical	I	830001	840000	0.2546821941749897	410	5106052	20048720	2135560
TD1	Tropical	I	840001	850000	0.2317942023375398	290	3434720	14817972	873348
TD1	Tropical	I	850001	860000	0.2642998523502818	189	1850192	7000352	3875356
TD1	Tropical	I	860001	870000	0.2710059398920988	411	4966160	18324912	3967584
TD1	Tropical	I	870001	880000	0.2236422833899614	321	3557544	15907296	1461372
TD1	Tropical	I	880001	890000	0.1905422885732626	317	2362732	12400040	6213112
TD1	Tropical	I	890001	900000	0.2955983417361863	365	5212256	17632900	2116520
TD1	Tropical	I	900001	910000	0.0886300894550759	281	1260824	14225688	978660
TD1	Tropical	I	910001	920000	0.044085350118707	310	675836	15330172	1443308
TD1	Tropical	I	920001	930000	0.151291062552292	334	2637868	17435716	744572
TD1	Tropical	I	930001	940000	0.0676798408565661	316	1128988	16681304	416824
TD1	Tropical	I	940001	950000	0.1553423691507759	284	2181668	14044256	1322416
TD1	Tropical	I	950001	960000	0.1432180251692857	324	1523924	10640588	7215052
TD1	Tropical	I	960001	970000	0.1000570730535084	337	1598864	15979520	2525416
TD1	Tropical	I	970001	980000	0.1634093202642379	405	3423756	20952024	961716
TD1	Tropical	I	980001	990000	0.1288927514280426	423	2671376	20725572	2324436
TD1	Tropical	I	990001	1000000	0.1249386641511844	268	1549108	12398948	2480752
TD1	Tropical	I	1000001	1010000	0.112832202563263	286	1633456	14476860	998028
TD1	Tropical	I	1010001	1020000	0.0702981135194305	258	945824	13454472	505392
TD1	Tropical	I	1020001	1030000	0.1359559446843268	259	1795624	13207396	1023008
TD1	Tropical	I	1030001	1040000	0.1859582477988365	284	2617584	14076192	1290480
TD1	Tropical	I	1040001	1050000	0.2299227782295758	389	4508908	19610532	1437480
TD1	Tropical	I	1050001	1060000	0.2289827066566453	248	2804092	12245868	1335240
TD1	Tropical	I	1060001	1070000	0.2017229436106318	312	3110124	15417800	1463896
TD1	Tropical	I	1070001	1080000	0.0719279799101681	184	699680	9727508	228364
TD1	Tropical	I	1080001	1090000	0.0652635361242498	357	1224924	18768888	547668
TD1	Tropical	I	1090001	1100000	0.1017175868974696	226	969096	9527320	3025736
TD1	Tropical	I	1100001	1110000	0.2148905006682268	177	1635572	7611188	2398792
TD1	Tropical	I	1110001	1120000	0.207560660766382	344	3650640	17588304	1024848
TD1	Tropical	I	1120001	1130000	0.1018191139110048	267	1379168	13545276	901560
TD1	Tropical	I	1130001	1140000	0.1445035711190746	233	1740864	12047204	559960
TD1	Tropical	I	1140001	1150000	0.1315947207946491	244	1658024	12599472	602880
TD1	Tropical	I	1150001	1160000	0.1422192006979449	227	1671880	11755656	526860
TD1	Tropical	I	1160001	1170000	0.1575798059168621	276	2265644	14377756	556052
TD1	Tropical	I	1170001	1180000	0.0873274633710544	185	788640	9030836	979144
TD1	Tropical	I	1180001	1190000	0.1112552073378854	183	1052444	9459728	442036
TD1	Tropical	I	1190001	1200000	0.2608199741761498	261	3429140	13147536	974652
TD1	Tropical	I	1200001	1210000	0.1288973005635997	216	1440284	11173888	513440
TD1	Tropical	I	1210001	1220000	0.1813862994755372	259	2340032	12900820	1113152
TD1	Tropical	I	1220001	1230000	0.1153694750673406	185	1103144	9561836	448144
TD1	Tropical	I	1230001	1240000	0.1256854585558006	228	1447808	11519296	817328
TD1	Tropical	I	1240001	1250000	0.156469141916426	172	1294140	8270896	1414436
TD1	Tropical	I	1250001	1260000	0.2325348650722349	214	2525164	10859292	828036
TD1	Tropical	I	1260001	1270000	0.1361112975733305	87	543420	3992468	931360
TD1	Tropical	I	1270001	1280000	0.177904818496287	241	2179608	12251540	1275460
TD1	Tropical	I	1280001	1290000	0.2496818176907203	270	3235372	12957980	2029936
TD1	Tropical	I	1290001	1300000	0.2958065111406104	327	4969224	16798900	1002632
TD1	Tropical	I	1300001	1310000	0.1479698531236715	69	481720	3255528	1073112
