pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Tropical	Temperate	I	1	10000	NA	0	0	0	953904
Tropical	Temperate	I	10001	20000	0.6278447121820616	14	110684	176292	1170396
Tropical	Temperate	I	20001	30000	0.3070946476220373	31	78260	254840	1709080
Tropical	Temperate	I	30001	40000	0.2482718894009216	96	205156	826336	4728752
Tropical	Temperate	I	40001	50000	0.1335744039520231	44	102100	764368	2041232
Tropical	Temperate	I	50001	60000	0.1199218601347151	117	567228	4729980	1835124
Tropical	Temperate	I	60001	70000	0.0886437647523814	174	832516	9391704	371784
Tropical	Temperate	I	70001	80000	0.0756322020283249	162	683176	9032872	57272
Tropical	Temperate	I	80001	90000	0.1358913919501008	195	1440352	10599288	342552
Tropical	Temperate	I	90001	100000	0.1070970170003735	155	915168	8545224	152136
Tropical	Temperate	I	100001	110000	0.1704982064993683	205	1913648	11223860	279100
Tropical	Temperate	I	110001	120000	0.0924752646487888	154	774224	8372228	269020
Tropical	Temperate	I	120001	130000	0.1244373882835924	159	1088528	8747596	174212
Tropical	Temperate	I	130001	140000	0.0944158397303875	138	726156	7691040	52416
Tropical	Temperate	I	140001	150000	0.1440533668226918	137	1094752	7599628	87716
Tropical	Temperate	I	150001	160000	0.1113599882771877	197	1191608	10700504	353560
Tropical	Temperate	I	160001	170000	0.0976749929855656	155	825744	8453996	243364
Tropical	Temperate	I	170001	180000	0.0955110960663931	163	831792	8708852	437404
Tropical	Temperate	I	180001	190000	0.1358815463589832	167	1166180	8582328	788376
Tropical	Temperate	I	190001	200000	0.1748497207734677	138	1262280	7219228	524228
Tropical	Temperate	I	200001	210000	0.1726755047307414	139	1303660	7549768	249800
Tropical	Temperate	I	210001	220000	0.1377027964215554	153	1138920	8270856	314280
Tropical	Temperate	I	220001	230000	0.1614146951237753	152	1316588	8156556	372468
Tropical	Temperate	I	230001	240000	0.129916447946455	140	928596	7147640	708040
Tropical	Temperate	I	240001	250000	0.1220509653048873	175	1174556	9623488	196112
Tropical	Temperate	I	250001	260000	0.1713867518555299	191	1718920	10029480	744024
Tropical	Temperate	I	260001	270000	0.1305838690840254	117	754944	5781296	952144
Tropical	Temperate	I	270001	280000	0.12558447290974	169	1163080	9261336	221592
Tropical	Temperate	I	280001	290000	0.0999603841507075	147	812484	8128060	120404
Tropical	Temperate	I	290001	300000	0.1438445593494453	170	1262984	8780200	758840
Tropical	Temperate	I	300001	310000	0.1300905352862995	159	1144408	8797012	124796
Tropical	Temperate	I	310001	320000	0.0906171295808253	139	694560	7664776	134792
Tropical	Temperate	I	320001	330000	0.0876241730324704	156	736464	8404804	348668
Tropical	Temperate	I	330001	340000	0.1044884368345762	170	980820	9386876	152164
Tropical	Temperate	I	340001	350000	0.1047556411522385	160	889424	8490464	487456
Tropical	Temperate	I	350001	360000	0.1301649350728861	143	1020516	7840176	183840
Tropical	Temperate	I	360001	370000	0.1199925563242324	147	954308	7953060	295404
Tropical	Temperate	I	370001	380000	0.2151908569804769	134	1550896	7207072	311936
Tropical	Temperate	I	380001	390000	0.3583723901519632	196	3659868	10212472	953816
Tropical	Temperate	I	390001	400000	0.3458973874988639	215	3958256	11443440	620640
Tropical	Temperate	I	400001	410000	0.384010144108619	220	4577788	11921008	423632
Tropical	Temperate	I	410001	420000	0.2574601157360393	224	3153872	12249944	319144
Tropical	Temperate	I	420001	430000	0.3921253593703812	246	4913428	12530248	1273304
Tropical	Temperate	I	430001	440000	0.2158776291220193	189	1793368	8307336	2466168
Tropical	Temperate	I	440001	450000	0.4503928644027368	210	4599720	10212684	1683060
Tropical	Temperate	I	450001	460000	0.3970586249835131	148	3058568	7703064	657624
