[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	3177	8213	5032	5037	99.86	15540809	16675840	I	ptg000001l
5032	15765	9089	19825	10734	10737	99.89	15540809	16675840	I	ptg000001l
7754	15891	1	8131	8138	8131	99.83	15540809	1987883	I	ptg000014l
15888	17290	16666291	16664891	1403	1401	99.86	15540809	16675840	I	ptg000001l
15888	17972	11901	9819	2085	2083	99.76	15540809	17185222	I	ptg000012l
15888	17972	17139356	17141443	2085	2088	99.71	15540809	17185222	I	ptg000012l
15888	17972	17153916	17156001	2085	2086	99.81	15540809	17185222	I	ptg000012l
17986	19241	11298	12553	1256	1256	100.00	15540809	17185222	I	ptg000012l
17986	19241	17139964	17138704	1256	1261	99.52	15540809	17185222	I	ptg000012l
18486	28732	17143524	17133263	10247	10262	99.63	15540809	17185222	I	ptg000012l
18486	28732	17158083	17147824	10247	10260	99.67	15540809	17185222	I	ptg000012l
23295	28717	12553	17977	5423	5425	99.87	15540809	17185222	I	ptg000012l
29285	30544	13145151	13146410	1260	1260	99.68	15540809	16675840	I	ptg000001l
29285	30542	6832319	6833576	1258	1258	99.76	15540809	11354455	I	ptg000013l
29286	30542	943336	944592	1257	1257	99.76	15540809	2012647	I	ptg000006l
29286	30546	4143269	4142009	1261	1261	99.68	15540809	11354455	I	ptg000013l
29286	30542	4155035	4156291	1257	1257	99.84	15540809	11354455	I	ptg000013l
29286	30542	9991605	9992861	1257	1257	99.84	15540809	11354455	I	ptg000013l
29286	30542	1382484	1383740	1257	1257	100.00	15540809	3689859	I	ptg000015l
29287	30542	13347504	13346249	1256	1256	100.00	15540809	17185222	I	ptg000012l
29287	30543	903364	902108	1257	1257	99.76	15540809	1352283	I	ptg000019l
29289	30547	1284541	1283283	1259	1259	99.76	15540809	4120521	I	ptg000009l
32372	33380	17146256	17145242	1009	1015	99.11	15540809	17185222	I	ptg000012l
32372	33380	17160811	17159800	1009	1012	99.41	15540809	17185222	I	ptg000012l
32372	33380	17165144	17164127	1009	1018	98.82	15540809	17185222	I	ptg000012l
32372	33380	17170150	17169135	1009	1016	99.02	15540809	17185222	I	ptg000012l
32372	33380	17174342	17173324	1009	1019	98.72	15540809	17185222	I	ptg000012l
32372	33380	17178488	17177471	1009	1018	98.82	15540809	17185222	I	ptg000012l
33381	34820	1302496	1301139	1440	1358	88.13	15540809	1352283	I	ptg000019l
33381	35275	1320086	1318274	1895	1813	88.12	15540809	1352283	I	ptg000019l
33381	35275	1335513	1333701	1895	1813	88.12	15540809	1352283	I	ptg000019l
33983	35275	6871422	6872693	1293	1272	90.61	15540809	9514504	I	ptg000003l
34003	35275	20791	22051	1273	1261	88.96	15540809	16675840	I	ptg000001l
34003	35275	24702	25962	1273	1261	89.35	15540809	16675840	I	ptg000001l
34003	35275	16664099	16662828	1273	1272	98.35	15540809	16675840	I	ptg000001l
34003	35275	1299709	1298484	1273	1226	88.23	15540809	1352283	I	ptg000019l
34003	35275	1317299	1316074	1273	1226	88.23	15540809	1352283	I	ptg000019l
35267	36370	17145145	17146256	1104	1112	98.74	15540809	17185222	I	ptg000012l
35267	36370	17159703	17160811	1104	1109	99.01	15540809	17185222	I	ptg000012l
35267	36370	17164030	17165144	1104	1115	98.48	15540809	17185222	I	ptg000012l
35267	36370	17169038	17170150	1104	1113	98.65	15540809	17185222	I	ptg000012l
35267	36370	17173227	17174342	1104	1116	98.39	15540809	17185222	I	ptg000012l
35267	36370	17177374	17178488	1104	1115	98.48	15540809	17185222	I	ptg000012l
38195	39453	1283283	1284541	1259	1259	99.76	15540809	4120521	I	ptg000009l
38198	39457	13146410	13145151	1260	1260	99.68	15540809	16675840	I	ptg000001l
38199	39453	4566414	4565160	1255	1255	99.92	15540809	17185222	I	ptg000012l
42117	46059	17147817	17143870	3943	3948	98.56	15540809	17185222	I	ptg000012l
42117	46059	17162372	17158429	3943	3944	98.58	15540809	17185222	I	ptg000012l
42141	46059	17175879	17171952	3919	3928	98.42	15540809	17185222	I	ptg000012l
42141	46059	17180025	17176099	3919	3927	98.42	15540809	17185222	I	ptg000012l
42275	46059	17171553	17167763	3785	3791	98.42	15540809	17185222	I	ptg000012l
