[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	7273	12294	5032	5022	99.23	15540809	12565921	I	ptg000004l
1	1438	1019209	1017780	1438	1430	98.48	15540809	1024836	I	ptg000022l
1432	5032	1016534	1012936	3601	3599	99.53	15540809	1024836	I	ptg000022l
2809	5032	16140372	16138150	2224	2223	99.60	15540809	16146799	I	ptg000002l
5032	11307	16137312	16131043	6276	6270	99.24	15540809	16146799	I	ptg000002l
5032	11307	13100	19364	6276	6265	99.28	15540809	12565921	I	ptg000004l
5032	11307	1012098	1005833	6276	6266	99.28	15540809	1024836	I	ptg000022l
6458	11307	973964	969114	4850	4851	99.61	15540809	1060278	I	ptg000015l
9373	11307	10120025	10118091	1935	1935	99.43	15540809	10129297	I	ptg000006l
9373	11307	10126930	10124996	1935	1935	99.43	15540809	10129297	I	ptg000006l
9373	11307	3433	5367	1935	1935	99.43	15540809	25982	I	ptg000045l
9373	11307	10338	12272	1935	1935	99.43	15540809	25982	I	ptg000045l
11307	15766	16130821	16126363	4460	4459	99.62	15540809	16146799	I	ptg000002l
11307	15888	19586	24163	4582	4578	99.19	15540809	12565921	I	ptg000004l
11307	15891	10117869	10113283	4585	4587	99.28	15540809	10129297	I	ptg000006l
11307	15891	10124774	10120188	4585	4587	99.28	15540809	10129297	I	ptg000006l
11307	15888	968892	964314	4582	4579	99.26	15540809	1060278	I	ptg000015l
11307	15849	1005611	1001071	4543	4541	99.63	15540809	1024836	I	ptg000022l
11307	15891	5589	10175	4585	4587	99.28	15540809	25982	I	ptg000045l
11307	15891	12494	17080	4585	4587	99.28	15540809	25982	I	ptg000045l
13030	15765	675213	672478	2736	2736	99.71	15540809	683121	I	ptg000019l
22622	26315	11283886	11280198	3694	3689	99.38	15540809	11291167	I	ptg000001l
29285	30542	3113736	3114993	1258	1258	99.68	15540809	11291167	I	ptg000001l
29286	30542	7458623	7459879	1257	1257	99.84	15540809	11291167	I	ptg000001l
29286	30542	9073216	9074472	1257	1257	99.84	15540809	11291167	I	ptg000001l
29286	30542	9860863	9859607	1257	1257	99.84	15540809	11291167	I	ptg000001l
29286	30542	2038131	2039387	1257	1257	99.76	15540809	2239007	I	ptg000003l
29286	30545	9784650	9785909	1260	1260	99.76	15540809	10129297	I	ptg000006l
29286	30542	2905914	2904658	1257	1257	99.84	15540809	14890840	I	ptg000008l
29286	30542	8604311	8603055	1257	1257	99.84	15540809	14890840	I	ptg000008l
29286	30542	12205867	12204611	1257	1257	99.84	15540809	14890840	I	ptg000008l
29286	30542	811637	812893	1257	1257	99.84	15540809	1567879	I	ptg000009l
29286	30544	3113179	3114437	1259	1259	99.68	15540809	7706848	I	ptg000010l
29286	30542	3748203	3746947	1257	1257	99.68	15540809	7706848	I	ptg000010l
29286	30542	2760936	2759680	1257	1257	99.76	15540809	5093919	I	ptg000018l
29286	30547	4742974	4744235	1262	1262	99.68	15540809	5093919	I	ptg000018l
29287	30546	48752	50010	1260	1259	99.60	15540809	11291167	I	ptg000001l
29287	30543	9259291	9260547	1257	1257	99.84	15540809	11291167	I	ptg000001l
29287	30542	4789464	4788209	1256	1256	99.84	15540809	12565921	I	ptg000004l
29287	30543	586216	587472	1257	1257	99.84	15540809	7706848	I	ptg000010l
29287	30542	5786658	5787913	1256	1256	99.76	15540809	7706848	I	ptg000010l
29289	30546	4216131	4214874	1258	1258	99.76	15540809	16146799	I	ptg000002l
29289	30547	1054106	1052848	1259	1259	99.76	15540809	1133841	I	ptg000017l
33381	35275	10109468	10107565	1895	1904	92.97	15540809	10129297	I	ptg000006l
