[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	3331	8363	5032	5033	99.40	15540809	474527	I	ptg000031l
5027	11307	3370	9641	6281	6272	99.28	15540809	1190267	I	ptg000040l
5028	11307	6441	12712	6280	6272	99.27	15540809	660793	I	ptg000035l
5028	11307	25479	31750	6280	6272	99.28	15540809	660793	I	ptg000035l
8222	11307	12214	15299	3086	3086	99.55	15540809	474527	I	ptg000031l
9373	11307	1466990	1465056	1935	1935	99.38	15540809	1477622	I	ptg000034l
9373	11307	1166862	1164928	1935	1935	99.38	15540809	1185977	I	ptg000038l
11307	15801	15521	20014	4495	4494	99.64	15540809	474527	I	ptg000031l
11307	15265	1464834	1460876	3959	3959	99.65	15540809	1477622	I	ptg000034l
11307	15753	12934	17370	4447	4437	99.46	15540809	660793	I	ptg000035l
11307	15753	31972	36417	4447	4446	99.71	15540809	660793	I	ptg000035l
11307	15843	1164706	1160171	4537	4536	99.67	15540809	1185977	I	ptg000038l
11307	15783	9863	14339	4477	4477	99.60	15540809	1190267	I	ptg000040l
15888	16935	17375	18421	1048	1047	99.33	15540809	1190267	I	ptg000040l
29285	30543	2054212	2052954	1259	1259	99.84	15540809	6378169	I	ptg000007l
29285	30542	567510	568767	1258	1258	99.68	15540809	1969085	I	ptg000016l
29285	30542	196641	195385	1258	1257	99.52	15540809	402513	I	ptg000057l
29286	30544	248311	249569	1259	1259	99.84	15540809	3159955	I	ptg000003l
29286	30542	6739751	6741007	1257	1257	99.84	15540809	7680212	I	ptg000004l
29286	30542	885196	883940	1257	1257	99.84	15540809	12402284	I	ptg000005l
29286	30542	8483938	8482682	1257	1257	99.84	15540809	12402284	I	ptg000005l
29286	30542	4729912	4728656	1257	1257	99.84	15540809	6378169	I	ptg000007l
29286	30542	547523	546267	1257	1257	99.84	15540809	613708	I	ptg000020l
29286	30542	1444152	1445408	1257	1257	99.84	15540809	3490990	I	ptg000021l
29286	30542	767898	769154	1257	1257	99.84	15540809	1695022	I	ptg000027l
29286	30542	2636702	2635446	1257	1257	99.84	15540809	3440117	I	ptg000028l
29286	30542	313711	312455	1257	1257	99.84	15540809	567719	I	ptg000054l
29286	30542	307226	308482	1257	1257	99.84	15540809	402513	I	ptg000057l
29287	30546	2320365	2321624	1260	1260	99.68	15540809	4843118	I	ptg000001l
29287	30543	216507	217763	1257	1257	99.84	15540809	3808727	I	ptg000002l
29287	30543	1081784	1080528	1257	1257	99.76	15540809	3808727	I	ptg000002l
29287	30542	4018289	4019544	1256	1256	99.76	15540809	7680212	I	ptg000004l
29287	30542	222697	221442	1256	1256	99.76	15540809	702244	I	ptg000048l
29287	30543	133269	132013	1257	1257	99.84	15540809	198932	I	ptg000075l
29289	30546	710456	711713	1258	1258	99.84	15540809	4843118	I	ptg000001l
29289	30546	813785	815042	1258	1258	99.68	15540809	2230687	I	ptg000022l
29289	30547	319129	317871	1259	1259	99.76	15540809	410573	I	ptg000070l
33381	35275	1644321	1642439	1895	1883	93.99	15540809	1684514	I	ptg000009l
33381	35275	1648256	1646374	1895	1883	93.99	15540809	1684514	I	ptg000009l
33381	35275	1652215	1650309	1895	1907	92.92	15540809	1684514	I	ptg000009l
33381	35275	1677638	1675732	1895	1907	92.97	15540809	1684514	I	ptg000009l
33381	35275	1681640	1679734	1895	1907	92.92	15540809	1684514	I	ptg000009l
33381	35272	643228	641291	1892	1938	87.31	15540809	710063	I	ptg000019l
33381	35275	658848	656908	1895	1941	87.23	15540809	710063	I	ptg000019l
33381	35275	674554	672614	1895	1941	87.33	15540809	710063	I	ptg000019l
33381	35275	690483	688543	1895	1941	87.28	15540809	710063	I	ptg000019l
