[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
56289	57596	72141	73451	1308	1311	95.05	15540809	17024109	I	ChrI
61760	62855	3753001	3754089	1096	1089	89.16	15540809	17024109	I	ChrI
61779	62874	8677743	8676651	1096	1093	86.01	15540809	17024109	I	ChrI
66795	68735	110312	108436	1941	1877	84.83	15540809	17024109	I	ChrI
67683	68922	2561031	2559856	1240	1176	85.77	15540809	17024109	I	ChrI
68964	72629	2559706	2556030	3666	3677	92.80	15540809	17024109	I	ChrI
72636	73862	2555528	2554293	1227	1236	92.50	15540809	17024109	I	ChrI
95207	96266	2534018	2532983	1060	1036	88.15	15540809	17024109	I	ChrI
132670	134667	2488945	2486937	1998	2009	90.31	15540809	17024109	I	ChrI
134900	137461	2485801	2483226	2562	2576	92.90	15540809	17024109	I	ChrI
137586	141499	2483060	2479124	3914	3937	93.65	15540809	17024109	I	ChrI
141708	143914	2478959	2476788	2207	2172	91.86	15540809	17024109	I	ChrI
144269	145749	2476259	2474741	1481	1519	90.32	15540809	17024109	I	ChrI
148216	149965	2472169	2470466	1750	1704	86.30	15540809	17024109	I	ChrI
174684	175763	2449756	2448662	1080	1095	85.64	15540809	17024109	I	ChrI
175918	177093	2448584	2447449	1176	1136	81.36	15540809	17024109	I	ChrI
178184	180629	2446170	2443794	2446	2377	80.97	15540809	17024109	I	ChrI
197782	199075	14201263	14199930	1294	1334	88.83	15540809	19031036	I	ChrII
198690	199702	14400485	14401503	1013	1019	88.37	15540809	19031036	I	ChrII
200750	201871	2426080	2424923	1122	1158	82.03	15540809	17024109	I	ChrI
212952	214985	2415633	2413603	2034	2031	84.63	15540809	17024109	I	ChrI
215926	216972	2409928	2408828	1047	1101	87.35	15540809	17024109	I	ChrI
218766	219807	2408021	2406980	1042	1042	87.07	15540809	17024109	I	ChrI
238772	240128	2389153	2387774	1357	1380	83.06	15540809	17024109	I	ChrI
255187	256691	2372924	2371340	1505	1585	84.59	15540809	17024109	I	ChrI
257563	259093	2370519	2369036	1531	1484	88.06	15540809	17024109	I	ChrI
262575	265401	2932467	2929649	2827	2819	98.02	15540809	19031036	I	ChrII
262575	265939	816585	813231	3365	3355	97.83	15540809	16085673	I	ChrIII
263107	264675	5544025	5542463	1569	1563	95.79	15540809	19031036	I	ChrII
263107	264855	17190	15443	1749	1748	95.61	15540809	21279	I	unassigned_69
263207	266618	13408402	13411801	3412	3400	97.51	15540809	19031036	I	ChrII
263348	264599	17186630	17185381	1252	1250	98.16	15540809	19031036	I	ChrII
263360	267523	817441	813292	4164	4150	97.41	15540809	16085673	I	ChrIII
263386	264741	1994131	1995482	1356	1352	96.39	15540809	27531656	I	ChrX
263505	265398	2126103	2127992	1894	1890	97.15	15540809	27531656	I	ChrX
263509	264713	2360974	2362169	1205	1196	96.52	15540809	19031036	I	ChrII
263524	266026	1194271	1196765	2503	2495	95.93	15540809	17024109	I	ChrI
263720	265125	790850	789448	1406	1403	98.72	15540809	19031036	I	ChrII
263806	265051	2559470	2558217	1246	1254	97.61	15540809	19031036	I	ChrII
263869	264938	3238020	3236953	1070	1068	98.41	15540809	16085673	I	ChrIII
265173	267451	3723473	3721186	2279	2288	94.47	15540809	17024109	I	ChrI
265813	267198	3032891	3031510	1386	1382	94.38	15540809	22797524	I	ChrV
266490	267523	3445507	3446529	1034	1023	91.30	15540809	19031036	I	ChrII
266519	267523	20006721	20005720	1005	1002	94.93	15540809	22797524	I	ChrV
267302	269314	2364378	2362413	2013	1966	85.57	15540809	17024109	I	ChrI
270009	271117	2361699	2360575	1109	1125	86.29	15540809	17024109	I	ChrI
283089	284629	2348628	2347095	1541	1534	85.48	15540809	17024109	I	ChrI
286803	287861	2345059	2344001	1059	1059	91.89	15540809	17024109	I	ChrI
288324	289353	2342687	2341668	1030	1020	93.88	15540809	17024109	I	ChrI
290304	291495	2340959	2339708	1192	1252	79.63	15540809	17024109	I	ChrI
291640	293799	2339522	2337361	2160	2162	85.48	15540809	17024109	I	ChrI
297469	298852	7094189	7095581	1384	1393	90.53	15540809	19031036	I	ChrII
297694	298852	6711038	6709874	1159	1165	90.10	15540809	19174480	I	ChrIV
304437	305663	2323649	2322441	1227	1209	90.84	15540809	17024109	I	ChrI
309321	310475	2318310	2317182	1155	1129	84.42	15540809	17024109	I	ChrI
310633	312844	2317149	2314972	2212	2178	86.74	15540809	17024109	I	ChrI
314522	318531	6747463	6751486	4010	4024	91.46	15540809	17024109	I	ChrI
322995	324003	2307461	2306463	1009	999	88.87	15540809	17024109	I	ChrI
324419	325514	2306306	2305235	1096	1072	82.85	15540809	17024109	I	ChrI
325615	326715	2305103	2304010	1101	1094	89.79	15540809	17024109	I	ChrI
326774	327857	2303758	2302675	1084	1084	89.39	15540809	17024109	I	ChrI
330068	331119	2302661	2301647	1052	1015	86.94	15540809	17024109	I	ChrI
331001	332970	2301575	2299545	1970	2031	81.76	15540809	17024109	I	ChrI
341551	342585	2290471	2289431	1035	1041	87.16	15540809	17024109	I	ChrI
346095	347578	2239817	2238333	1484	1485	83.06	15540809	17024109	I	ChrI
361153	363232	2218828	2216785	2080	2044	82.97	15540809	17024109	I	ChrI
368796	370591	2208977	2207182	1796	1796	93.32	15540809	17024109	I	ChrI
373436	375025	2203480	2201907	1590	1574	88.88	15540809	17024109	I	ChrI
398526	399527	2183407	2182370	1002	1038	84.54	15540809	17024109	I	ChrI
399789	401263	2182314	2180823	1475	1492	89.09	15540809	17024109	I	ChrI
403048	404528	2179373	2177896	1481	1478	92.35	15540809	17024109	I	ChrI
406032	407116	2176125	2175008	1085	1118	77.68	15540809	17024109	I	ChrI
410098	411210	2173814	2172701	1113	1114	83.69	15540809	17024109	I	ChrI
413980	415571	2170736	2169143	1592	1594	84.91	15540809	17024109	I	ChrI
416954	418425	2167912	2166477	1472	1436	85.01	15540809	17024109	I	ChrI
418511	421057	2166348	2163779	2547	2570	83.21	15540809	17024109	I	ChrI
425393	427223	2161240	2159428	1831	1813	83.09	15540809	17024109	I	ChrI
426941	428213	2159107	2157864	1273	1244	84.86	15540809	17024109	I	ChrI
428220	429244	8956204	8957227	1025	1024	90.59	15540809	17024109	I	ChrI
