[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	15891	15444360	15428470	15891	15891	99.86	15540809	15448710	I	ptg000013l
1	5032	16673212	16668176	5032	5037	99.86	15540809	16677611	I	ptg000015l
5032	15765	16667300	16656564	10734	10737	99.89	15540809	16677611	I	ptg000015l
15888	17972	5852219	5854305	2085	2087	99.76	15540809	5898355	I	ptg000004l
15888	17972	5866778	5868863	2085	2086	99.81	15540809	5898355	I	ptg000004l
15888	17972	10097	8015	2085	2083	99.76	15540809	6918643	I	ptg000014l
15888	17290	10042	11442	1403	1401	99.86	15540809	16677611	I	ptg000015l
17986	19241	5852826	5851567	1256	1260	99.60	15540809	5898355	I	ptg000004l
17986	19241	9494	10749	1256	1256	100.00	15540809	6918643	I	ptg000014l
18486	28732	5856386	5846126	10247	10261	99.64	15540809	5898355	I	ptg000004l
18486	28732	5870945	5860686	10247	10260	99.67	15540809	5898355	I	ptg000004l
18569	28717	6017	16173	10149	10157	99.74	15540809	6918643	I	ptg000014l
29285	30542	1345139	1343882	1258	1258	99.76	15540809	8179324	I	ptg000005l
29285	30544	3531184	3529925	1260	1260	99.68	15540809	16677611	I	ptg000015l
29286	30542	4023457	4022201	1257	1257	99.84	15540809	8179324	I	ptg000005l
29286	30546	4035223	4036483	1261	1261	99.68	15540809	8179324	I	ptg000005l
29286	30542	1360545	1359289	1257	1257	99.84	15540809	3175278	I	ptg000006l
29286	30542	1380631	1381887	1257	1257	100.00	15540809	2986074	I	ptg000012l
29286	30542	943450	944706	1257	1257	99.76	15540809	2409875	I	ptg000018l
29287	30542	2060368	2059113	1256	1256	100.00	15540809	5898355	I	ptg000004l
29287	30543	903369	902113	1257	1257	99.76	15540809	1232071	I	ptg000010l
29289	30547	1284864	1283606	1259	1259	99.76	15540809	3995707	I	ptg000011l
32372	33380	5859118	5858104	1009	1015	99.11	15540809	5898355	I	ptg000004l
32372	33380	5873673	5872662	1009	1012	99.41	15540809	5898355	I	ptg000004l
32372	33380	5878005	5876989	1009	1017	98.92	15540809	5898355	I	ptg000004l
32372	33380	5883011	5881996	1009	1016	99.02	15540809	5898355	I	ptg000004l
32372	33380	5887204	5886185	1009	1020	98.63	15540809	5898355	I	ptg000004l
32372	33380	5891351	5890333	1009	1019	98.72	15540809	5898355	I	ptg000004l
33381	35275	16762	18574	1895	1813	88.12	15540809	52975	I	ptg000025l
33381	35275	32189	34001	1895	1813	88.12	15540809	52975	I	ptg000025l
33381	35275	49779	51591	1895	1813	88.12	15540809	52975	I	ptg000025l
33983	35275	6873948	6875219	1293	1272	90.61	15540809	9855331	I	ptg000001l
34003	35275	12234	13505	1273	1272	98.35	15540809	16677611	I	ptg000015l
34003	35275	16651687	16650427	1273	1261	89.35	15540809	16677611	I	ptg000015l
34003	35275	16655598	16654338	1273	1261	88.96	15540809	16677611	I	ptg000015l
34003	35275	34976	36201	1273	1226	88.23	15540809	52975	I	ptg000025l
35267	36370	5858007	5859118	1104	1112	98.74	15540809	5898355	I	ptg000004l
35267	36370	5872565	5873673	1104	1109	99.01	15540809	5898355	I	ptg000004l
35267	36370	5876892	5878005	1104	1114	98.56	15540809	5898355	I	ptg000004l
35267	36370	5881899	5883011	1104	1113	98.65	15540809	5898355	I	ptg000004l
35267	36370	5886088	5887204	1104	1117	98.30	15540809	5898355	I	ptg000004l
35267	36370	5890236	5891351	1104	1116	98.39	15540809	5898355	I	ptg000004l
38195	39453	1283606	1284864	1259	1259	99.76	15540809	3995707	I	ptg000011l
38198	39457	3529925	3531184	1260	1260	99.68	15540809	16677611	I	ptg000015l
38199	39453	4564588	4563334	1255	1255	99.92	15540809	6918643	I	ptg000014l
42117	46059	5860679	5856732	3943	3948	98.56	15540809	5898355	I	ptg000004l
42117	46059	5875234	5871291	3943	3944	98.58	15540809	5898355	I	ptg000004l
42141	46059	5888741	5884813	3919	3929	98.40	15540809	5898355	I	ptg000004l
42141	46059	5892888	5888961	3919	3928	98.40	15540809	5898355	I	ptg000004l
42275	46059	5884414	5880624	3785	3791	98.42	15540809	5898355	I	ptg000004l
42491	46059	5879192	5875617	3569	3576	98.38	15540809	5898355	I	ptg000004l
44128	46059	5895050	5893108	1932	1943	96.86	15540809	5898355	I	ptg000004l
44776	46059	3464448	3465731	1284	1284	91.23	15540809	7975938	I	ptg000009l
