[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
12096	15769	6572	10244	3674	3673	99.59	15540809	160137	I	ptg000148l
26059	28643	184550	181959	2585	2592	99.00	15540809	189530	I	ptg000055l
26059	28671	678732	676116	2613	2617	99.24	15540809	683765	I	ptg000097l
27599	28690	12018	13094	1092	1077	97.17	15540809	160137	I	ptg000148l
29279	30543	346166	347430	1265	1265	99.68	15540809	399793	I	ptg000099l
29285	30543	2719175	2720433	1259	1259	99.68	15540809	3108264	I	ptg000001l
29285	30542	899349	900606	1258	1258	99.84	15540809	1794291	I	ptg000007l
29285	30545	3894873	3893613	1261	1261	99.76	15540809	3930331	I	ptg000010l
29285	30542	790958	789701	1258	1258	99.84	15540809	834433	I	ptg000073l
29285	30544	14393	15652	1260	1260	99.76	15540809	675282	I	ptg000087l
29285	30543	65256	66514	1259	1259	99.84	15540809	73648	I	ptg000159l
29286	30542	1543631	1542375	1257	1257	99.84	15540809	3083128	I	ptg000002l
29286	30542	1752072	1753328	1257	1257	99.84	15540809	1794291	I	ptg000007l
29286	30543	527139	525882	1258	1258	99.76	15540809	895315	I	ptg000016l
29286	30542	158911	160167	1257	1257	99.76	15540809	559368	I	ptg000018l
29286	30542	6585617	6584361	1257	1257	99.68	15540809	6694031	I	ptg000022l
29286	30542	234050	232794	1257	1257	99.84	15540809	2141462	I	ptg000023l
29286	30543	248507	249764	1258	1258	99.84	15540809	1787145	I	ptg000027l
29286	30543	606286	607543	1258	1258	99.76	15540809	769167	I	ptg000053l
29286	30542	499185	497929	1257	1257	99.84	15540809	534887	I	ptg000098l
29286	30542	417799	416543	1257	1257	99.68	15540809	426617	I	ptg000118l
29287	30543	1695154	1696410	1257	1257	99.84	15540809	3083128	I	ptg000002l
29287	30543	2958329	2957073	1257	1257	99.84	15540809	3930331	I	ptg000010l
29287	30542	947535	948790	1256	1256	99.84	15540809	6694031	I	ptg000022l
29287	30542	5422223	5423478	1256	1256	99.76	15540809	6694031	I	ptg000022l
29287	30548	778586	777325	1262	1262	99.68	15540809	3735446	I	ptg000036l
29287	30543	74599	75855	1257	1257	99.84	15540809	302134	I	ptg000086l
29287	30542	63757	65012	1256	1256	99.76	15540809	303446	I	ptg000165l
29289	30546	377338	378595	1258	1258	99.76	15540809	2019682	I	ptg000008l
34043	35275	6699	7918	1233	1220	92.87	15540809	1074852	I	ptg000081l
34230	35275	1083948	1082936	1046	1013	86.94	15540809	1098184	I	ptg000049l
34230	35275	1088570	1089582	1046	1013	86.94	15540809	1098184	I	ptg000049l
38196	39453	378595	377338	1258	1258	99.76	15540809	2019682	I	ptg000008l
38198	39457	15652	14393	1260	1260	99.76	15540809	675282	I	ptg000087l
38199	39457	66514	65256	1259	1259	99.84	15540809	73648	I	ptg000159l
38200	39457	900606	899349	1258	1258	99.84	15540809	1794291	I	ptg000007l
38200	39457	789701	790958	1258	1258	99.84	15540809	834433	I	ptg000073l
44776	46108	24518	25852	1333	1335	98.43	15540809	585027	I	ptg000067l
48870	50152	24518	25803	1283	1286	91.38	15540809	585027	I	ptg000067l
50288	52558	8339	10631	2271	2293	88.90	15540809	680795	I	ptg000092l
51323	60677	181407	172064	9355	9344	97.20	15540809	189530	I	ptg000055l
51331	52564	6693	7924	1234	1232	94.25	15540809	1074852	I	ptg000081l
51523	52564	1083949	1082930	1042	1020	88.60	15540809	1098184	I	ptg000049l
51523	52564	1088569	1089588	1042	1020	88.60	15540809	1098184	I	ptg000049l
53352	55855	1211229	1208721	2504	2509	98.69	15540809	1236336	I	ptg000020l
61671	99679	171317	133195	38009	38123	98.88	15540809	189530	I	ptg000055l
99980	112888	133194	120270	12909	12925	99.44	15540809	189530	I	ptg000055l
112936	150049	120108	83117	37114	36992	99.20	15540809	189530	I	ptg000055l
150050	152741	82479	79804	2692	2676	97.96	15540809	189530	I	ptg000055l
152506	154384	79646	77787	1879	1860	98.56	15540809	189530	I	ptg000055l
154476	162580	77784	69644	8105	8141	98.52	15540809	189530	I	ptg000055l
163325	172094	69311	60516	8770	8796	98.38	15540809	189530	I	ptg000055l
168230	169459	6450095	6448858	1230	1238	92.44	15540809	6694031	I	ptg000022l
168230	169459	134896	133655	1230	1242	93.51	15540809	854413	I	ptg000029l
168230	169459	600405	599180	1230	1226	92.67	15540809	680795	I	ptg000092l
171516	186448	60096	45111	14933	14986	98.20	15540809	189530	I	ptg000055l
186333	188956	45146	42531	2624	2616	98.44	15540809	189530	I	ptg000055l
188790	197080	42974	34682	8291	8293	98.73	15540809	189530	I	ptg000055l
190713	191738	6101525	6100499	1026	1027	97.08	15540809	6694031	I	ptg000022l
190713	191738	199355	198323	1026	1033	96.90	15540809	555672	I	ptg000089l
190713	191738	330611	331623	1026	1013	96.30	15540809	515916	I	ptg000127l
190714	191738	1035808	1036831	1025	1024	98.73	15540809	3083128	I	ptg000002l
190714	191738	874661	875684	1025	1024	97.85	15540809	3026529	I	ptg000024l
190714	191739	12229	11201	1026	1029	97.47	15540809	177671	I	ptg000060l
190714	191738	335514	336528	1025	1015	96.11	15540809	515916	I	ptg000127l
197075	198186	33436	32373	1112	1064	93.19	15540809	189530	I	ptg000055l
197664	199457	32332	30592	1794	1741	85.61	15540809	189530	I	ptg000055l
197782	207139	29839	20550	9358	9290	95.44	15540809	189530	I	ptg000055l
197782	199215	30814	29365	1434	1450	85.40	15540809	189530	I	ptg000055l
197782	199690	32025	30048	1909	1978	85.69	15540809	189530	I	ptg000055l
198553	199690	32214	31107	1138	1108	87.74	15540809	189530	I	ptg000055l
206920	219118	20869	8672	12199	12198	97.49	15540809	189530	I	ptg000055l
218494	224431	9724	3764	5938	5961	97.27	15540809	189530	I	ptg000055l
224494	228279	3793	2	3786	3792	99.21	15540809	189530	I	ptg000055l
228966	231123	173	2329	2158	2157	99.12	15540809	316014	I	ptg000133l
231284	236468	2337	7544	5185	5208	98.66	15540809	316014	I	ptg000133l
236693	238319	10351	8742	1627	1610	98.59	15540809	92373	I	ptg000190l
236694	238315	1221979	1223600	1622	1622	99.51	15540809	2019682	I	ptg000008l
236694	238316	416255	414634	1623	1622	99.82	15540809	675282	I	ptg000087l
236695	238315	127146	125526	1621	1621	99.88	15540809	1794291	I	ptg000007l
236695	238317	1320688	1322309	1623	1622	99.88	15540809	3077890	I	ptg000025l
236695	237704	1162312	1163321	1010	1010	99.90	15540809	3735446	I	ptg000036l
236695	238317	158171	159796	1623	1626	99.63	15540809	940347	I	ptg000042l
236695	238316	327077	325456	1622	1622	99.82	15540809	405920	I	ptg000111l
236696	238316	148201	146582	1621	1620	99.81	15540809	2019682	I	ptg000008l
236696	238316	2316039	2317656	1621	1618	99.69	15540809	2343094	I	ptg000012l
236696	238315	418174	416555	1620	1620	100.00	15540809	1236336	I	ptg000020l
236696	238317	9569	7948	1622	1622	99.88	15540809	177671	I	ptg000060l
236696	238315	136912	135296	1620	1617	99.75	15540809	715576	I	ptg000124l
236697	238316	238763	237145	1620	1619	99.63	15540809	1251053	I	ptg000009l
238381	261430	7544	30576	23050	23033	98.92	15540809	316014	I	ptg000133l
261426	263478	30884	32938	2053	2055	98.11	15540809	316014	I	ptg000133l
262575	265133	1108352	1110915	2559	2564	94.51	15540809	1251053	I	ptg000009l
262575	267523	702	5655	4949	4954	93.60	15540809	42851	I	ptg000180l
262575	267523	17436	12483	4949	4954	93.62	15540809	42851	I	ptg000180l
262575	267523	26303	21376	4949	4928	93.62	15540809	42851	I	ptg000180l
263309	267513	5	4203	4205	4199	93.63	15540809	42851	I	ptg000180l
263415	265077	42294	40636	1663	1659	97.59	15540809	73755	I	ptg000171l
263506	264553	427096	426051	1048	1046	98.28	15540809	3735446	I	ptg000036l
263731	265328	147674	146078	1598	1597	98.25	15540809	342951	I	ptg000039l
264146	267523	34031	30696	3378	3336	90.23	15540809	42851	I	ptg000180l
264655	267523	3	2893	2869	2891	90.76	15540809	317872	I	ptg000076l
266102	267146	58704	59747	1045	1044	90.28	15540809	261983	I	ptg000135l
266377	267430	53883	52834	1054	1050	94.79	15540809	194488	I	ptg000150l
266479	267512	365148	364119	1034	1030	96.03	15540809	471870	I	ptg000156l
266603	269443	32028	34858	2841	2831	97.82	15540809	316014	I	ptg000133l
269715	286702	34764	51743	16988	16980	99.00	15540809	316014	I	ptg000133l
286556	298943	51476	63864	12388	12389	99.02	15540809	316014	I	ptg000133l
