[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	6297	11333	5032	5037	99.86	15540809	826377	I	ptg000023l
1	5032	4412	9448	5032	5037	99.84	15540809	197189	I	ptg000031l
1	15756	806828	791067	15756	15762	99.92	15540809	830031	I	ptg000034l
1	15756	824223	808462	15756	15762	99.92	15540809	830031	I	ptg000034l
5032	15765	12209	22945	10734	10737	99.89	15540809	826377	I	ptg000023l
9021	15885	14253	21116	6865	6864	99.45	15540809	197189	I	ptg000031l
15888	17972	7804859	7806944	2085	2086	99.38	15540809	7815146	I	ptg000003l
15888	17972	10624	8540	2085	2085	99.86	15540809	4229472	I	ptg000007l
15888	17290	8277	9676	1403	1400	99.79	15540809	15678748	I	ptg000008l
15888	17972	1407697	1409780	2085	2084	99.76	15540809	1416640	I	ptg000020l
17986	19241	10019	11276	1256	1258	99.84	15540809	4229472	I	ptg000007l
18569	28725	7808940	7798777	10157	10164	99.45	15540809	7815146	I	ptg000003l
18984	28371	1411358	1401964	9388	9395	99.74	15540809	1416640	I	ptg000020l
25581	28347	25363	28130	2767	2768	99.13	15540809	316823	I	ptg000030l
29285	30546	9493532	9492271	1262	1262	99.68	15540809	12272161	I	ptg000001l
29285	30542	2442086	2440829	1258	1258	99.76	15540809	4820577	I	ptg000012l
29286	30542	1070061	1068805	1257	1257	99.76	15540809	2716329	I	ptg000005l
29286	30542	436565	435309	1257	1257	99.84	15540809	1678600	I	ptg000014l
29286	30546	448331	449591	1261	1261	99.68	15540809	1678600	I	ptg000014l
29286	30542	614367	615623	1257	1257	100.00	15540809	921602	I	ptg000017l
29286	30542	716293	717549	1257	1257	99.84	15540809	2096071	I	ptg000019l
29287	30542	1774090	1772834	1256	1257	99.68	15540809	12272161	I	ptg000001l
33983	35275	3718133	3716862	1293	1272	90.61	15540809	8318376	I	ptg000009l
34003	35275	10468	11739	1273	1272	98.35	15540809	15678748	I	ptg000008l
34003	35275	23911	25171	1273	1261	88.96	15540809	826377	I	ptg000023l
34003	35275	27816	29076	1273	1261	89.04	15540809	826377	I	ptg000023l
34003	35275	31733	32993	1273	1261	89.35	15540809	826377	I	ptg000023l
34003	35108	7446	8504	1106	1059	86.81	15540809	682454	I	ptg000033l
34023	35275	787977	786737	1253	1241	89.34	15540809	830031	I	ptg000034l
38196	39457	9492271	9493532	1262	1262	99.68	15540809	12272161	I	ptg000001l
38197	39453	4527174	4525918	1257	1257	100.00	15540809	10519721	I	ptg000004l
38199	39453	9995536	9994282	1255	1255	100.00	15540809	15678748	I	ptg000008l
38199	39453	4746763	4745509	1255	1255	100.00	15540809	8318376	I	ptg000009l
44776	46059	3424809	3426092	1284	1284	91.15	15540809	7815146	I	ptg000003l
44776	46059	5009	6295	1284	1287	91.32	15540809	682454	I	ptg000033l
48870	50324	3424809	3426263	1455	1455	98.49	15540809	7815146	I	ptg000003l
48870	52564	5009	8677	3695	3669	94.30	15540809	682454	I	ptg000033l
49109	50324	1400800	1399579	1216	1222	86.93	15540809	1416640	I	ptg000020l
50303	52564	8659	10877	2262	2219	92.17	15540809	682454	I	ptg000033l
50325	52564	22950	25177	2240	2228	93.15	15540809	826377	I	ptg000023l
50325	52564	26855	29082	2240	2228	93.20	15540809	826377	I	ptg000023l
50325	52564	30772	32999	2240	2228	93.29	15540809	826377	I	ptg000023l
50325	52569	788955	786727	2245	2229	92.98	15540809	830031	I	ptg000034l
