[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	5479	10513	5032	5035	99.78	15540809	3199118	I	ptg000022l
5032	15891	11351	22208	10860	10858	99.75	15540809	3199118	I	ptg000022l
7094	15755	3456523	3447862	8662	8662	99.86	15540809	3461105	I	ptg000005l
18984	23027	7815	11866	4044	4052	99.09	15540809	4082515	I	ptg000006l
18984	23027	15425	19468	4044	4044	99.21	15540809	4082515	I	ptg000006l
18984	23027	23028	27074	4044	4047	99.23	15540809	4082515	I	ptg000006l
25581	28347	34367	37132	2767	2766	99.21	15540809	3199118	I	ptg000022l
29284	30543	6525789	6527048	1260	1260	99.60	15540809	6724735	I	ptg000003l
29285	30546	3714097	3712836	1262	1262	99.68	15540809	6724735	I	ptg000003l
29285	30544	3038795	3040054	1260	1260	99.84	15540809	4931472	I	ptg000009l
29286	30542	1549483	1550739	1257	1257	99.76	15540809	5989987	I	ptg000001l
29286	30542	1650416	1649160	1257	1257	99.76	15540809	4931472	I	ptg000009l
29286	30546	4222413	4221153	1261	1261	99.68	15540809	7847354	I	ptg000011l
29286	30542	4234180	4235436	1257	1257	99.84	15540809	7847354	I	ptg000011l
29286	30542	1383488	1384744	1257	1257	100.00	15540809	2986471	I	ptg000012l
29286	30542	1626593	1627849	1257	1257	99.76	15540809	1800804	I	ptg000017l
29286	30543	962578	961321	1258	1258	99.84	15540809	1725355	I	ptg000019l
29288	30543	1193238	1194493	1256	1256	99.84	15540809	2986471	I	ptg000012l
29288	30542	779609	780863	1255	1255	100.00	15540809	6963899	I	ptg000025l
34003	35275	232117	230845	1273	1273	98.66	15540809	240051	I	ptg000024l
34009	35275	28626	29881	1267	1256	97.08	15540809	4082515	I	ptg000006l
38196	39457	3712836	3714097	1262	1262	99.68	15540809	6724735	I	ptg000003l
38198	39457	3040054	3038795	1260	1260	99.84	15540809	4931472	I	ptg000009l
38199	39458	6527048	6525789	1260	1260	99.60	15540809	6724735	I	ptg000003l
44608	46113	1719771	1718276	1506	1496	96.68	15540809	1725355	I	ptg000019l
44776	46059	5954403	5953117	1284	1287	91.63	15540809	5989987	I	ptg000001l
44776	46059	5958742	5957456	1284	1287	91.63	15540809	5989987	I	ptg000001l
44776	46107	6486	7817	1332	1332	96.40	15540809	4082515	I	ptg000006l
44776	46107	14096	15427	1332	1332	96.40	15540809	4082515	I	ptg000006l
44776	46107	21698	23030	1332	1333	96.48	15540809	4082515	I	ptg000006l
48702	50152	1719771	1718330	1451	1442	92.29	15540809	1725355	I	ptg000019l
48870	50324	5954403	5952945	1455	1459	98.70	15540809	5989987	I	ptg000001l
48870	50324	5958742	5957284	1455	1459	98.70	15540809	5989987	I	ptg000001l
48870	50324	5967714	5969172	1455	1459	98.70	15540809	5989987	I	ptg000001l
48870	50152	6486	7769	1283	1284	91.38	15540809	4082515	I	ptg000006l
48870	50152	14096	15379	1283	1284	91.38	15540809	4082515	I	ptg000006l
48870	50152	21698	22982	1283	1285	91.46	15540809	4082515	I	ptg000006l
50313	52562	233087	230841	2250	2247	94.12	15540809	240051	I	ptg000024l
51323	52566	28630	29889	1244	1260	94.13	15540809	4082515	I	ptg000006l
52562	53790	38374	37139	1229	1236	99.19	15540809	3199118	I	ptg000022l
52863	78101	39060	64314	25239	25255	99.83	15540809	3199118	I	ptg000022l
53352	55849	58623	61122	2498	2500	98.80	15540809	8792210	I	ptg000002l
78165	152741	64313	138919	74577	74607	99.68	15540809	3199118	I	ptg000022l
152506	154391	138877	140773	1886	1897	99.00	15540809	3199118	I	ptg000022l
154407	162580	140700	148847	8174	8148	99.50	15540809	3199118	I	ptg000022l
162629	171808	148740	157981	9180	9242	98.80	15540809	3199118	I	ptg000022l
168050	169689	2417660	2419310	1640	1651	93.19	15540809	4082515	I	ptg000006l
168230	169466	594977	593758	1237	1220	91.59	15540809	2791075	I	ptg000010l
172094	188877	158554	175337	16784	16784	99.47	15540809	3199118	I	ptg000022l
188790	198920	174966	185083	10131	10118	98.32	15540809	3199118	I	ptg000022l
190713	191738	5051032	5049999	1026	1034	96.32	15540809	5989987	I	ptg000001l
190714	191738	117558	118580	1025	1023	97.66	15540809	5989987	I	ptg000001l
190714	191738	6499979	6498942	1025	1038	94.09	15540809	8792210	I	ptg000002l
190714	191738	6515873	6516888	1025	1016	96.02	15540809	8792210	I	ptg000002l
190714	191738	1013603	1014627	1025	1025	98.54	15540809	2986471	I	ptg000012l
197777	203902	185508	191646	6126	6139	94.95	15540809	3199118	I	ptg000022l
197782	199702	184851	186773	1921	1923	88.56	15540809	3199118	I	ptg000022l
197786	199380	185859	187476	1595	1618	86.68	15540809	3199118	I	ptg000022l
198229	199702	184013	185420	1474	1408	89.13	15540809	3199118	I	ptg000022l
203433	219502	191541	207578	16070	16038	99.35	15540809	3199118	I	ptg000022l
218006	219438	206338	207786	1433	1449	86.29	15540809	3199118	I	ptg000022l
218037	229125	206321	217411	11089	11091	97.19	15540809	3199118	I	ptg000022l
228966	261430	217357	249858	32465	32502	99.59	15540809	3199118	I	ptg000022l
236693	237817	37905	39029	1125	1125	99.82	15540809	1199128	I	ptg000014l
236694	238316	1762375	1760754	1623	1622	99.63	15540809	3466804	I	ptg000021l
236696	238316	4936718	4935098	1621	1621	99.94	15540809	6724735	I	ptg000003l
236696	238317	1512523	1514144	1622	1622	99.82	15540809	7618371	I	ptg000007l
261426	263752	250164	252479	2327	2316	96.53	15540809	3199118	I	ptg000022l
262573	267523	566126	571061	4951	4936	94.87	15540809	1725355	I	ptg000019l
262573	264595	571294	573304	2023	2011	96.05	15540809	1725355	I	ptg000019l
262575	267523	4751976	4756901	4949	4926	92.36	15540809	4931472	I	ptg000009l
262575	267519	2464974	2469919	4945	4946	93.39	15540809	6541677	I	ptg000013l
262577	263619	1106562	1107601	1043	1040	97.22	15540809	3199118	I	ptg000022l
263217	265500	3335542	3337817	2284	2276	96.63	15540809	7847354	I	ptg000011l
263526	264683	1784130	1782977	1158	1154	97.06	15540809	5989987	I	ptg000001l
265497	267229	573404	575138	1733	1735	95.06	15540809	1725355	I	ptg000019l
265497	267229	575238	576972	1733	1735	95.06	15540809	1725355	I	ptg000019l
266306	270582	251311	255538	4277	4228	97.57	15540809	3199118	I	ptg000022l
270704	286766	255537	271604	16063	16068	99.86	15540809	3199118	I	ptg000022l
286878	351250	271603	336021	64373	64419	99.62	15540809	3199118	I	ptg000022l
297467	298853	1347132	1348528	1387	1397	96.01	15540809	8792210	I	ptg000002l
297468	298768	3968756	3970070	1301	1315	94.84	15540809	6541677	I	ptg000013l
297469	298851	330037	328588	1383	1450	93.94	15540809	3199118	I	ptg000022l
343841	345263	283584	282179	1423	1406	94.39	15540809	3199118	I	ptg000022l
350931	354182	335498	338742	3252	3245	97.11	15540809	3199118	I	ptg000022l
354352	410005	338744	394240	55654	55497	99.53	15540809	3199118	I	ptg000022l
410003	421615	395771	407383	11613	11613	99.75	15540809	3199118	I	ptg000022l
422019	430908	406665	415573	8890	8909	99.56	15540809	3199118	I	ptg000022l
428220	429245	3405285	3406283	1026	999	93.69	15540809	6963899	I	ptg000025l
428222	429244	7152262	7151244	1023	1019	95.23	15540809	10839016	I	ptg000004l
428230	429244	3779035	3778019	1015	1017	96.57	15540809	4931472	I	ptg000009l
430671	455917	415832	441086	25247	25255	99.20	15540809	3199118	I	ptg000022l
455153	458546	414891	418284	3394	3394	93.43	15540809	3461105	I	ptg000005l
455539	456554	440000	441015	1016	1016	94.88	15540809	3199118	I	ptg000022l
456008	457166	2021002	2022161	1159	1160	93.88	15540809	7618371	I	ptg000007l
456284	457936	4095820	4094169	1653	1652	95.34	15540809	5989987	I	ptg000001l
457531	467353	440000	449819	9823	9820	97.09	15540809	3199118	I	ptg000022l
467021	471218	449791	453988	4198	4198	99.31	15540809	3199118	I	ptg000022l
470918	475592	453842	458517	4675	4676	99.59	15540809	3199118	I	ptg000022l
475529	488651	458414	471545	13123	13132	99.67	15540809	3199118	I	ptg000022l
488536	513897	471382	496711	25362	25330	99.27	15540809	3199118	I	ptg000022l
493027	495165	4587029	4589171	2139	2143	96.51	15540809	6541677	I	ptg000013l
