[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	3198990	3193956	5032	5035	99.78	15540809	3206344	I	ptg000012l
1	15807	8327	24139	15807	15813	99.91	15540809	4015775	I	ptg000017l
1	15771	16554	32331	15771	15778	99.90	15540809	4148962	I	ptg000021l
5292	15756	3191606	3181126	10465	10481	99.70	15540809	3206344	I	ptg000012l
15888	17972	30116	28034	2085	2083	99.28	15540809	4015775	I	ptg000017l
18984	23027	26456	30501	4044	4046	99.21	15540809	4015775	I	ptg000017l
25581	28347	3169062	3166295	2767	2768	99.17	15540809	3206344	I	ptg000012l
29285	30542	4823997	4825254	1258	1258	99.76	15540809	7259085	I	ptg000002l
29286	30543	620996	622253	1258	1258	99.76	15540809	4990345	I	ptg000001l
29286	30546	4175454	4174194	1261	1261	99.68	15540809	7776940	I	ptg000005l
29286	30542	4187218	4188474	1257	1257	99.84	15540809	7776940	I	ptg000005l
29286	30542	1375786	1377042	1257	1257	100.00	15540809	4797654	I	ptg000006l
29286	30542	4624251	4625507	1257	1257	99.76	15540809	4797654	I	ptg000006l
29286	30543	768231	769488	1258	1258	99.84	15540809	6294531	I	ptg000014l
29287	30544	2447563	2446306	1258	1258	99.76	15540809	7223435	I	ptg000010l
29287	30542	1626456	1625201	1256	1256	99.76	15540809	2921231	I	ptg000015l
34009	35275	32053	33308	1267	1256	97.16	15540809	4015775	I	ptg000017l
38198	39453	4404184	4405439	1256	1256	99.92	15540809	4618993	I	ptg000003l
38199	39453	635958	634704	1255	1255	100.00	15540809	5576576	I	ptg000009l
38199	39453	5884057	5885311	1255	1255	100.00	15540809	7223435	I	ptg000010l
44608	46113	7060	8555	1506	1496	96.68	15540809	6294531	I	ptg000014l
44695	46113	6111	7519	1419	1409	96.48	15540809	4618993	I	ptg000003l
44776	46059	5724212	5725495	1284	1284	91.23	15540809	7259085	I	ptg000002l
44776	46107	25126	26458	1332	1333	96.48	15540809	4015775	I	ptg000017l
44776	46059	33345	34632	1284	1288	92.33	15540809	4148962	I	ptg000021l
44776	46059	37851	39137	1284	1287	91.63	15540809	847226	I	ptg000023l
48525	50152	36844	38442	1628	1599	86.22	15540809	4148962	I	ptg000021l
48702	50152	7060	8501	1451	1442	92.29	15540809	6294531	I	ptg000014l
48789	50152	6111	7465	1364	1355	91.80	15540809	4618993	I	ptg000003l
48870	50324	5724212	5725666	1455	1455	98.56	15540809	7259085	I	ptg000002l
48870	50152	25126	26410	1283	1285	91.46	15540809	4015775	I	ptg000017l
48870	50336	33345	34816	1467	1472	88.14	15540809	4148962	I	ptg000021l
48870	50324	37851	39309	1455	1459	98.70	15540809	847226	I	ptg000023l
51323	52566	32057	33316	1244	1260	94.21	15540809	4015775	I	ptg000017l
52562	53790	3165053	3166288	1229	1236	99.19	15540809	3206344	I	ptg000012l
52863	58002	3164367	3159227	5140	5141	99.86	15540809	3206344	I	ptg000012l
53352	55849	9754800	9752301	2498	2500	98.80	15540809	9790567	I	ptg000008l
58773	78101	3159229	3139880	19329	19350	99.80	15540809	3206344	I	ptg000012l
78165	152533	3139881	3065529	74369	74353	99.74	15540809	3206344	I	ptg000012l
152533	154391	3065393	3063531	1859	1863	99.62	15540809	3206344	I	ptg000012l
154407	162580	3063604	3055441	8174	8164	99.60	15540809	3206344	I	ptg000012l
162629	171808	3055548	3046315	9180	9234	98.84	15540809	3206344	I	ptg000012l
168050	169689	2428280	2429931	1640	1652	93.37	15540809	4015775	I	ptg000017l
168230	169459	589328	588100	1230	1229	93.00	15540809	4618993	I	ptg000003l
172094	188877	3045734	3028949	16784	16786	99.45	15540809	3206344	I	ptg000012l
188790	199087	3029320	3019009	10298	10312	98.15	15540809	3206344	I	ptg000012l
190713	191738	78576	79609	1026	1034	96.32	15540809	782900	I	ptg000022l
190714	191738	1007258	1008282	1025	1025	98.54	15540809	4797654	I	ptg000006l
190714	191738	3272527	3271505	1025	1023	96.70	15540809	9790567	I	ptg000008l
190714	191738	3288423	3289460	1025	1038	94.09	15540809	9790567	I	ptg000008l
190714	191738	3291729	3292766	1025	1038	94.09	15540809	9790567	I	ptg000008l
190714	191738	3295036	3296073	1025	1038	94.09	15540809	9790567	I	ptg000008l
190714	191738	1348197	1349219	1025	1023	97.76	15540809	5576576	I	ptg000009l
197782	203902	3020024	3013930	6121	6095	95.28	15540809	3206344	I	ptg000012l
197786	199484	3019765	3018100	1699	1666	86.13	15540809	3206344	I	ptg000012l
198229	199702	3020266	3018851	1474	1416	89.54	15540809	3206344	I	ptg000012l
203433	219502	3014035	2997998	16070	16038	99.35	15540809	3206344	I	ptg000012l
218006	229125	2999238	2988154	11120	11085	97.23	15540809	3206344	I	ptg000012l
228966	261430	2988208	2955715	32465	32494	99.62	15540809	3206344	I	ptg000012l
236693	238316	3513716	3512093	1624	1624	99.63	15540809	6294531	I	ptg000014l
236694	238316	12550316	12548695	1623	1622	99.63	15540809	14419239	I	ptg000004l
236696	238317	4743581	4745202	1622	1622	99.75	15540809	14419239	I	ptg000004l
261426	263704	2955439	2953162	2279	2278	96.86	15540809	3206344	I	ptg000012l
262573	266755	1135525	1131355	4183	4171	95.98	15540809	6294531	I	ptg000014l
262573	267523	1140789	1135846	4951	4944	94.62	15540809	6294531	I	ptg000014l
262573	267523	1147773	1142798	4951	4976	94.33	15540809	6294531	I	ptg000014l
262773	267523	2208675	2213372	4751	4698	89.66	15540809	4148962	I	ptg000021l
262884	265605	2317483	2320196	2722	2714	95.59	15540809	6294531	I	ptg000014l
264720	266732	1037125	1039132	2013	2008	93.15	15540809	6294531	I	ptg000014l
265629	267523	3050096	3048208	1895	1889	94.54	15540809	5955864	I	ptg000016l
266323	286766	2954305	2933917	20444	20389	99.38	15540809	3206344	I	ptg000012l
286878	351250	2933918	2869491	64373	64428	99.60	15540809	3206344	I	ptg000012l
297467	298853	8485289	8483893	1387	1397	96.01	15540809	9790567	I	ptg000008l
297468	298768	4089911	4091225	1301	1315	94.84	15540809	4148962	I	ptg000021l
297469	298851	2875475	2876924	1383	1450	93.94	15540809	3206344	I	ptg000012l
343841	345263	2921942	2923347	1423	1406	94.32	15540809	3206344	I	ptg000012l
350931	354198	2870014	2866754	3268	3261	97.10	15540809	3206344	I	ptg000012l
354352	421615	2866752	2799616	67264	67137	99.55	15540809	3206344	I	ptg000012l
422019	430833	2800334	2791516	8815	8819	99.74	15540809	3206344	I	ptg000012l
428220	429245	3546003	3544976	1026	1028	96.12	15540809	7223435	I	ptg000010l
428222	429244	6282317	6281298	1023	1020	95.14	15540809	7259085	I	ptg000002l
430835	455575	2791330	2766586	24741	24745	99.39	15540809	3206344	I	ptg000012l
454788	457755	3025861	3022886	2968	2976	90.53	15540809	5955864	I	ptg000016l
454965	456550	4690856	4692465	1586	1610	93.24	15540809	7223435	I	ptg000010l
455166	457203	3318786	3320823	2038	2038	95.78	15540809	7223435	I	ptg000010l
455177	457242	3009622	3007557	2066	2066	93.27	15540809	5955864	I	ptg000016l
455712	456885	5247269	5248443	1174	1175	93.96	15540809	14419239	I	ptg000004l
455905	457362	1125996	1124547	1458	1450	94.38	15540809	2921231	I	ptg000015l
457795	467353	2767343	2757802	9559	9542	97.16	15540809	3206344	I	ptg000012l
467021	471218	2757790	2753593	4198	4198	99.29	15540809	3206344	I	ptg000012l
470918	513897	2753739	2710925	42980	42815	99.28	15540809	3206344	I	ptg000012l
493027	495186	11677351	11675197	2160	2155	98.10	15540809	14419239	I	ptg000004l
493027	494540	93457	91946	1514	1512	96.83	15540809	7776940	I	ptg000005l
493027	495165	555791	557933	2139	2143	96.51	15540809	8563562	I	ptg000013l
493266	495075	959069	957267	1810	1803	96.47	15540809	14419239	I	ptg000004l
493423	495171	1186285	1188031	1749	1747	98.34	15540809	7776940	I	ptg000005l
494074	495177	3485895	3484791	1104	1105	97.84	15540809	6294531	I	ptg000014l
494075	495181	3978386	3979474	1107	1089	95.04	15540809	4148962	I	ptg000021l
513966	518994	2711071	2706055	5029	5017	98.77	15540809	3206344	I	ptg000012l
519008	521054	2706322	2704276	2047	2047	99.32	15540809	3206344	I	ptg000012l
520939	540446	2704335	2684843	19508	19493	99.64	15540809	3206344	I	ptg000012l
540442	551578	2681475	2670359	11137	11117	99.32	15540809	3206344	I	ptg000012l
551232	552310	2670397	2669319	1079	1079	99.81	15540809	3206344	I	ptg000012l
552152	553686	3977475	3975941	1535	1535	99.74	15540809	9790567	I	ptg000008l
552156	553673	3973655	3972138	1518	1518	99.54	15540809	9790567	I	ptg000008l
552156	553468	6478569	6477257	1313	1313	100.00	15540809	9790567	I	ptg000008l
552156	553686	6479385	6477855	1531	1531	99.80	15540809	9790567	I	ptg000008l
552156	553686	926131	927661	1531	1531	99.74	15540809	4015775	I	ptg000017l
552156	553686	926139	927669	1531	1531	99.80	15540809	4015775	I	ptg000017l
552156	553468	926363	927675	1313	1313	100.00	15540809	4015775	I	ptg000017l
552163	553686	6479386	6477863	1524	1524	99.80	15540809	9790567	I	ptg000008l
553532	557233	2669473	2665761	3702	3713	98.79	15540809	3206344	I	ptg000012l
557232	569238	2665684	2653631	12007	12054	99.39	15540809	3206344	I	ptg000012l
569003	576698	2654042	2646357	7696	7686	98.78	15540809	3206344	I	ptg000012l
576008	591091	2646902	2631666	15084	15237	92.36	15540809	3206344	I	ptg000012l
581011	592469	2637900	2626368	11459	11533	89.57	15540809	3206344	I	ptg000012l
581012	584974	2640707	2636775	3963	3933	89.47	15540809	3206344	I	ptg000012l
581024	586303	2627311	2621910	5280	5402	89.22	15540809	3206344	I	ptg000012l
581024	590415	2631599	2621910	9392	9690	88.42	15540809	3206344	I	ptg000012l
