[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
29287	30541	2958808	2960062	1255	1255	99.68	15540809	20302548	I	ChrIV
56289	57596	90107	91417	1308	1311	95.05	15540809	17318349	I	ChrI
61757	62855	4049585	4050676	1099	1092	89.27	15540809	17318349	I	ChrI
61779	62874	9024224	9023132	1096	1093	85.92	15540809	17318349	I	ChrI
66795	68735	121503	119627	1941	1877	84.83	15540809	17318349	I	ChrI
67683	68922	2900857	2899684	1240	1174	86.50	15540809	17318349	I	ChrI
68964	72629	2899532	2895857	3666	3676	93.10	15540809	17318349	I	ChrI
72636	73856	2895057	2893824	1221	1234	91.37	15540809	17318349	I	ChrI
95175	96285	2872550	2871460	1111	1091	87.52	15540809	17318349	I	ChrI
108301	109533	2855761	2854560	1233	1202	83.85	15540809	17318349	I	ChrI
132670	134650	2829578	2827592	1981	1987	91.22	15540809	17318349	I	ChrI
134921	137545	2826918	2824289	2625	2630	93.39	15540809	17318349	I	ChrI
137586	141499	2823981	2820076	3914	3906	93.74	15540809	17318349	I	ChrI
141708	143914	2819563	2817383	2207	2181	92.71	15540809	17318349	I	ChrI
144269	145749	2816855	2815337	1481	1519	90.39	15540809	17318349	I	ChrI
148216	149965	2812779	2811086	1750	1694	85.42	15540809	17318349	I	ChrI
175927	177093	2789417	2788278	1167	1140	81.63	15540809	17318349	I	ChrI
177542	178682	2787790	2786589	1141	1202	82.90	15540809	17318349	I	ChrI
178853	180201	2786560	2785204	1349	1357	82.37	15540809	17318349	I	ChrI
184557	185607	2781145	2780105	1051	1041	83.42	15540809	17318349	I	ChrI
212952	214050	2754640	2753513	1099	1128	83.09	15540809	17318349	I	ChrI
214050	215357	2753410	2752174	1308	1237	82.33	15540809	17318349	I	ChrI
215917	216972	2751246	2750137	1056	1110	85.91	15540809	17318349	I	ChrI
238773	240128	2733026	2731679	1356	1348	83.42	15540809	17318349	I	ChrI
243143	244294	2728705	2727536	1152	1170	85.41	15540809	17318349	I	ChrI
255187	256691	2717004	2715401	1505	1604	84.13	15540809	17318349	I	ChrI
257563	259093	2714580	2713097	1531	1484	88.60	15540809	17318349	I	ChrI
262573	263795	1720819	1722037	1223	1219	97.87	15540809	20398616	I	ChrII
262575	264917	6303538	6301201	2343	2338	97.65	15540809	16464153	I	ChrIII
262575	266145	6304764	6301201	3571	3564	97.32	15540809	16464153	I	ChrIII
262575	266814	19369157	19373410	4240	4254	97.33	15540809	20302548	I	ChrIV
262718	264911	823003	820816	2194	2188	97.99	15540809	16464153	I	ChrIII
263037	264869	5774321	5772495	1833	1827	97.38	15540809	16464153	I	ChrIII
263042	265198	1628	3779	2157	2152	94.25	15540809	10707	I	unassigned_209
263046	265848	16110716	16113507	2803	2792	97.07	15540809	20398616	I	ChrII
263059	264629	15275175	15276740	1571	1566	97.07	15540809	20302548	I	ChrIV
263108	264629	5917563	5916045	1522	1519	96.39	15540809	20398616	I	ChrII
263178	264901	21664151	21665869	1724	1719	96.93	15540809	23874812	I	ChrV
263282	265478	3895342	3893153	2197	2190	97.82	15540809	20398616	I	ChrII
263284	265005	3800192	3801910	1722	1719	96.29	15540809	23874812	I	ChrV
263541	264675	26444634	26445764	1135	1131	97.71	15540809	28716961	I	ChrX
263549	264708	16616172	16615018	1160	1155	97.16	15540809	20398616	I	ChrII
263573	264678	15014977	15013877	1106	1101	94.51	15540809	20398616	I	ChrII
263593	264606	2618705	2617694	1014	1012	97.83	15540809	20398616	I	ChrII
263601	265357	846584	844831	1757	1754	98.18	15540809	17318349	I	ChrI
263635	264695	13280127	13281187	1061	1061	94.37	15540809	16464153	I	ChrIII
263640	265477	4482509	4480676	1838	1834	98.37	15540809	23874812	I	ChrV
263689	264814	19687859	19686735	1126	1125	97.43	15540809	20398616	I	ChrII
266252	267523	3147692	3146426	1272	1267	95.20	15540809	28716961	I	ChrX
266466	269314	2707650	2704861	2849	2790	88.30	15540809	17318349	I	ChrI
280908	282373	2692727	2691263	1466	1465	86.21	15540809	17318349	I	ChrI
283089	284629	2690644	2689112	1541	1533	86.31	15540809	17318349	I	ChrI
285305	286349	2688573	2687511	1045	1063	88.37	15540809	17318349	I	ChrI
286793	287861	2687185	2686116	1069	1070	91.97	15540809	17318349	I	ChrI
288326	289353	2685661	2684631	1028	1031	93.60	15540809	17318349	I	ChrI
290304	291454	2683941	2682792	1151	1150	81.10	15540809	17318349	I	ChrI
291640	293799	2682595	2680486	2160	2110	84.56	15540809	17318349	I	ChrI
294541	295593	2679557	2678520	1053	1038	83.35	15540809	17318349	I	ChrI
297469	298852	18517285	18518667	1384	1383	90.04	15540809	23874812	I	ChrV
304461	305688	2664949	2663732	1228	1218	90.53	15540809	17318349	I	ChrI
309324	310475	2659318	2658211	1152	1108	83.80	15540809	17318349	I	ChrI
310968	312844	2657914	2656054	1877	1861	87.58	15540809	17318349	I	ChrI
314523	318054	7102322	7105889	3532	3568	91.83	15540809	17318349	I	ChrI
324420	326715	2648060	2645830	2296	2231	84.80	15540809	17318349	I	ChrI
326774	327857	2645578	2644495	1084	1084	89.30	15540809	17318349	I	ChrI
330068	331119	2644481	2643445	1052	1037	85.70	15540809	17318349	I	ChrI
331364	332884	2643034	2641439	1521	1596	82.52	15540809	17318349	I	ChrI
337642	339508	2636930	2635164	1867	1767	83.02	15540809	17318349	I	ChrI
341551	342585	2633307	2632243	1035	1065	85.85	15540809	17318349	I	ChrI
346103	347432	2586025	2584695	1330	1331	84.17	15540809	17318349	I	ChrI
361747	363231	2564374	2562943	1485	1432	82.21	15540809	17318349	I	ChrI
368735	370689	2557609	2555665	1955	1945	92.08	15540809	17318349	I	ChrI
373458	374525	2551914	2550849	1068	1066	91.50	15540809	17318349	I	ChrI
392877	395774	2533554	2530642	2898	2913	80.30	15540809	17318349	I	ChrI
398382	399494	2528306	2527178	1113	1129	84.46	15540809	17318349	I	ChrI
399811	401304	2527153	2525665	1494	1489	88.68	15540809	17318349	I	ChrI
402984	404727	2524189	2522432	1744	1758	88.81	15540809	17318349	I	ChrI
408961	410953	2518228	2516258	1993	1971	85.17	15540809	17318349	I	ChrI
414153	415510	2512562	2511243	1358	1320	85.03	15540809	17318349	I	ChrI
416725	418141	2510169	2508744	1417	1426	82.91	15540809	17318349	I	ChrI
418511	420992	2508618	2506105	2482	2514	84.73	15540809	17318349	I	ChrI
424830	426311	2504205	2502737	1482	1469	82.57	15540809	17318349	I	ChrI
426941	428219	2500336	2499076	1279	1261	84.29	15540809	17318349	I	ChrI
428219	429245	13477021	13478033	1027	1013	88.86	15540809	23874812	I	ChrV
428221	429243	6007388	6006370	1023	1019	90.95	15540809	23874812	I	ChrV
428221	429243	8134517	8133504	1023	1014	90.46	15540809	23874812	I	ChrV
428221	429243	16858003	16859014	1023	1012	84.14	15540809	23874812	I	ChrV
428221	429243	20584263	20583244	1023	1020	91.07	15540809	28716961	I	ChrX
428222	429244	5838564	5839584	1023	1021	90.67	15540809	17318349	I	ChrI
428222	429243	12802268	12803288	1022	1021	90.46	15540809	20398616	I	ChrII
428222	429243	13645974	13644962	1022	1013	84.14	15540809	20398616	I	ChrII
428222	429244	14779921	14780940	1023	1020	91.24	15540809	20398616	I	ChrII
428222	429244	16137716	16138718	1023	1003	89.72	15540809	20398616	I	ChrII
428222	429243	19265022	19266037	1022	1016	91.22	15540809	20398616	I	ChrII
428222	429244	1864516	1865536	1023	1021	91.73	15540809	16464153	I	ChrIII
428222	429243	13032883	13031866	1022	1018	91.05	15540809	16464153	I	ChrIII
428222	429243	6296035	6295026	1022	1010	89.68	15540809	20302548	I	ChrIV
428222	429244	14905868	14904852	1023	1017	91.33	15540809	23874812	I	ChrV
428222	429244	19221211	19222228	1023	1018	90.74	15540809	23874812	I	ChrV
428222	429244	19275174	19276191	1023	1018	90.74	15540809	23874812	I	ChrV
428222	429243	19486336	19487360	1022	1025	90.43	15540809	23874812	I	ChrV
428222	429244	21942052	21941034	1023	1019	91.92	15540809	23874812	I	ChrV
428222	429243	3368	2362	1022	1007	90.38	15540809	10161	I	unassigned_220
430671	432076	2497181	2495661	1406	1521	82.00	15540809	17318349	I	ChrI
435761	437020	2493064	2491829	1260	1236	85.34	15540809	17318349	I	ChrI
438758	439857	2474010	2472911	1100	1100	81.98	15540809	17318349	I	ChrI
441698	442774	2443756	2442688	1077	1069	80.94	15540809	17318349	I	ChrI
443429	444848	2441337	2439899	1420	1439	83.92	15540809	17318349	I	ChrI
450569	452693	2433645	2431527	2125	2119	81.00	15540809	17318349	I	ChrI
454045	455611	2430185	2428647	1567	1539	87.94	15540809	17318349	I	ChrI
454787	456296	12702251	12700744	1510	1508	93.71	15540809	17318349	I	ChrI
454787	456607	15707713	15705893	1821	1821	95.66	15540809	20398616	I	ChrII
454787	458303	15709409	15705893	3517	3517	95.42	15540809	20398616	I	ChrII
454787	456535	15716046	15714298	1749	1749	96.11	15540809	20398616	I	ChrII
454787	458552	15719254	15715490	3766	3765	96.34	15540809	20398616	I	ChrII
454787	456489	15627714	15629413	1703	1700	90.99	15540809	16464153	I	ChrIII
454787	456380	6635674	6634081	1594	1594	94.10	15540809	23874812	I	ChrV
454787	456364	6636666	6635081	1578	1586	94.27	15540809	23874812	I	ChrV
454787	456364	6637658	6636081	1578	1578	94.11	15540809	23874812	I	ChrV
454787	458552	6638450	6634686	3766	3765	94.21	15540809	23874812	I	ChrV
454787	456010	4610137	4611360	1224	1224	94.36	15540809	28716961	I	ChrX
454953	456452	18390015	18388504	1500	1512	95.11	15540809	20302548	I	ChrIV
455016	456364	12702582	12701236	1349	1347	94.14	15540809	17318349	I	ChrI
455279	458552	15713326	15710053	3274	3274	95.66	15540809	20398616	I	ChrII
455393	457642	4609111	4611360	2250	2250	95.33	15540809	28716961	I	ChrX
455411	456477	14457321	14456256	1067	1066	95.88	15540809	17318349	I	ChrI
455496	458552	15720129	15717074	3057	3056	96.24	15540809	20398616	I	ChrII
455793	457298	18390015	18388498	1506	1518	95.26	15540809	20302548	I	ChrIV
455920	457478	13227326	13228886	1559	1561	95.39	15540809	20398616	I	ChrII
456267	457333	14457321	14456256	1067	1066	95.97	15540809	17318349	I	ChrI
456366	458156	6635871	6634081	1791	1791	95.03	15540809	23874812	I	ChrV
468713	470010	2416246	2414933	1298	1314	85.78	15540809	17318349	I	ChrI
470083	473709	2414223	2410549	3627	3675	82.06	15540809	17318349	I	ChrI
475650	476902	2406090	2404844	1253	1247	85.60	15540809	17318349	I	ChrI
479054	480409	2392728	2391380	1356	1349	84.20	15540809	17318349	I	ChrI
480720	482109	2387196	2385785	1390	1412	86.62	15540809	17318349	I	ChrI
482686	483733	2377798	2376748	1048	1051	88.13	15540809	17318349	I	ChrI
