[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	681	5717	5032	5037	99.86	15540809	1728196	I	ptg000013l
1	5032	1629848	1624822	5032	5027	99.62	15540809	1637977	I	ptg000047l
1	5032	7712	12746	5032	5035	99.48	15540809	444919	I	ptg000062l
1	5032	5722	10756	5032	5035	99.48	15540809	244409	I	ptg000084l
8	5032	3544	8526	5025	4983	98.71	15540809	2810880	I	ptg000027l
3068	5032	1	1955	1965	1955	99.44	15540809	2073949	I	ptg000056l
5027	15883	1650	12455	10857	10806	98.89	15540809	5516835	I	ptg000016l
5027	14669	2007719	1998104	9643	9616	99.26	15540809	2010288	I	ptg000049l
5032	15756	6593	17301	10725	10709	99.67	15540809	1728196	I	ptg000013l
5032	15769	9402	20139	10738	10738	99.87	15540809	2810880	I	ptg000027l
5032	15780	1623946	1613198	10749	10749	99.85	15540809	1637977	I	ptg000047l
14599	15774	3629	4804	1176	1176	99.91	15540809	2073949	I	ptg000056l
14599	15750	14420	15571	1152	1152	99.91	15540809	444919	I	ptg000062l
14599	15756	12430	13587	1158	1158	99.91	15540809	244409	I	ptg000084l
15888	17972	3437	1353	2085	2085	99.62	15540809	3677572	I	ptg000014l
15888	17972	18317	16234	2085	2084	99.57	15540809	3677572	I	ptg000014l
17986	19241	17713	18969	1256	1257	99.44	15540809	3677572	I	ptg000014l
18569	28732	14238	24406	10164	10169	99.54	15540809	3677572	I	ptg000014l
19210	28732	1	9532	9523	9532	99.57	15540809	3677572	I	ptg000014l
29284	30543	197026	195767	1260	1260	99.60	15540809	2015018	I	ptg000058l
29285	30542	176428	175171	1258	1258	99.84	15540809	1261848	I	ptg000040l
29286	30546	443188	441928	1261	1261	99.52	15540809	1761116	I	ptg000036l
29286	30542	627040	625784	1257	1257	99.76	15540809	1298841	I	ptg000037l
29287	30543	3079729	3080985	1257	1257	99.76	15540809	3867738	I	ptg000001l
29287	30549	3520869	3519607	1263	1263	99.68	15540809	5331135	I	ptg000004l
29287	30542	3245137	3246392	1256	1256	99.84	15540809	5516835	I	ptg000016l
29287	30543	1789286	1788030	1257	1257	99.84	15540809	4827435	I	ptg000021l
29287	30542	5064	3805	1256	1260	99.44	15540809	952007	I	ptg000070l
29287	30542	173624	174879	1256	1256	99.84	15540809	429272	I	ptg000074l
29289	30546	1963688	1964945	1258	1258	99.76	15540809	2015018	I	ptg000058l
33381	34964	22670	24231	1584	1562	89.81	15540809	244409	I	ptg000084l
34023	35275	5925	4726	1253	1200	88.70	15540809	1110811	I	ptg000068l
34023	35275	7339	8538	1253	1200	88.70	15540809	1110811	I	ptg000068l
38196	39453	1964945	1963688	1258	1258	99.76	15540809	2015018	I	ptg000058l
38199	39458	195767	197026	1260	1260	99.60	15540809	2015018	I	ptg000058l
44776	46059	1610402	1609119	1284	1284	91.22	15540809	1637977	I	ptg000047l
48870	50324	1610402	1608947	1455	1456	98.35	15540809	1637977	I	ptg000047l
48870	50321	7234	5779	1452	1456	92.05	15540809	2073949	I	ptg000056l
48870	50321	7744	9199	1452	1456	92.05	15540809	2073949	I	ptg000056l
49298	50324	1610983	1612008	1027	1026	99.32	15540809	1637977	I	ptg000047l
50303	52505	30431	32585	2203	2155	92.23	15540809	1728196	I	ptg000013l
50340	51643	26986	28304	1304	1319	93.79	15540809	1728196	I	ptg000013l
51269	52559	5990	4725	1291	1266	88.85	15540809	1110811	I	ptg000068l
51273	52559	7278	8539	1287	1262	88.90	15540809	1110811	I	ptg000068l
51314	52563	23316	24546	1250	1231	87.24	15540809	244409	I	ptg000084l
