[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
56289	57593	205225	203918	1305	1308	94.58	15540809	312330	I	ptg000099l
61760	62874	784115	785222	1115	1108	88.98	15540809	878486	I	ptg000073l
61779	62874	144945	143853	1096	1093	86.01	15540809	689564	I	ptg000067l
61779	62874	18595	17503	1096	1093	86.01	15540809	412591	I	ptg000142l
66795	68345	172897	174468	1551	1572	89.29	15540809	312330	I	ptg000099l
68964	72629	157676	161353	3666	3678	93.41	15540809	327810	I	ptg000225l
72636	73862	161933	163167	1227	1235	92.19	15540809	327810	I	ptg000225l
79942	81096	170880	172098	1155	1219	81.89	15540809	327810	I	ptg000225l
95204	96277	185990	187047	1074	1058	87.34	15540809	327810	I	ptg000225l
132670	134756	232010	234111	2087	2102	90.31	15540809	327810	I	ptg000225l
134924	137545	234300	236872	2622	2573	92.30	15540809	327810	I	ptg000225l
137586	141499	237052	240959	3914	3908	94.00	15540809	327810	I	ptg000225l
141614	143880	241053	243276	2267	2224	92.38	15540809	327810	I	ptg000225l
144301	145749	243872	245340	1449	1469	91.37	15540809	327810	I	ptg000225l
148216	149965	248033	249729	1750	1697	86.49	15540809	327810	I	ptg000225l
175933	177093	272471	273609	1161	1139	82.07	15540809	327810	I	ptg000225l
178853	180201	275492	276820	1349	1329	83.18	15540809	327810	I	ptg000225l
184500	185617	280900	281978	1118	1079	83.55	15540809	327810	I	ptg000225l
197782	198902	2094	944	1121	1151	86.74	15540809	231938	I	ptg000140l
197785	199688	688904	690810	1904	1907	86.95	15540809	1492578	I	ptg000066l
200758	201871	294251	295347	1114	1097	81.51	15540809	327810	I	ptg000225l
212952	214960	23878	21840	2009	2039	85.35	15540809	48330	I	ptg000354l
213925	214960	307463	308498	1036	1036	84.93	15540809	327810	I	ptg000225l
215917	217114	309465	310727	1198	1263	84.83	15540809	327810	I	ptg000225l
215917	217114	20792	19520	1198	1273	83.89	15540809	48330	I	ptg000354l
217746	218783	312726	313746	1038	1021	84.90	15540809	327810	I	ptg000225l
218727	219847	312987	314091	1121	1105	86.73	15540809	327810	I	ptg000225l
243249	244319	212860	211782	1071	1079	87.51	15540809	213630	I	ptg000077l
255187	256598	201737	200240	1412	1498	84.03	15540809	213630	I	ptg000077l
255187	256740	57463	55824	1554	1640	83.77	15540809	76662	I	ptg000374l
256896	259242	199890	197636	2347	2255	87.09	15540809	213630	I	ptg000077l
256896	259242	55662	53416	2347	2247	86.70	15540809	76662	I	ptg000374l
262574	263883	340419	339114	1310	1306	96.72	15540809	1366573	I	ptg000069l
262575	264605	1151970	1153996	2031	2027	98.38	15540809	2745308	I	ptg000005l
262575	265055	4919056	4921558	2481	2503	95.06	15540809	6475285	I	ptg000011l
262575	265285	91268	88563	2711	2706	97.05	15540809	798793	I	ptg000087l
262575	267399	93373	88561	4825	4813	96.08	15540809	798793	I	ptg000087l
262575	264608	95196	93168	2034	2029	97.10	15540809	798793	I	ptg000087l
262575	264718	196621	198767	2144	2147	97.26	15540809	524089	I	ptg000109l
262781	264709	593013	594935	1929	1923	97.72	15540809	797051	I	ptg000043l
263066	264884	58765	60590	1819	1826	96.07	15540809	961854	I	ptg000120l
263399	264608	244754	243549	1210	1206	97.77	15540809	618899	I	ptg000021l
263463	265848	421415	423834	2386	2420	96.04	15540809	753534	I	ptg000079l
263480	265082	2019912	2018314	1603	1599	93.83	15540809	4303426	I	ptg000012l
263525	264589	510126	509062	1065	1065	98.59	15540809	1339914	I	ptg000020l
263564	264629	597783	598845	1066	1063	98.03	15540809	797051	I	ptg000043l
263601	264604	377577	376571	1004	1007	97.72	15540809	521115	I	ptg000022l
263623	267122	285587	281978	3500	3610	93.94	15540809	1613786	I	ptg000049l
263725	266384	174720	172069	2660	2652	97.63	15540809	753534	I	ptg000079l
263737	264955	357440	356224	1219	1217	98.77	15540809	796659	I	ptg000081l
263738	264748	138019	137011	1011	1009	98.52	15540809	618899	I	ptg000021l
264233	267523	4917358	4920637	3291	3280	97.36	15540809	6475285	I	ptg000011l
264644	267523	5840	8708	2880	2869	96.39	15540809	31952	I	ptg000425l
264968	267300	3969255	3971571	2333	2317	93.94	15540809	4303426	I	ptg000012l
265028	267523	313085	310623	2496	2463	96.11	15540809	796659	I	ptg000081l
265158	266411	987620	988867	1254	1248	94.18	15540809	1401149	I	ptg000084l
265224	266780	268251	269790	1557	1540	94.99	15540809	717459	I	ptg000029l
265757	267206	1443	1	1450	1443	97.11	15540809	753534	I	ptg000079l
266302	267375	116954	115884	1074	1071	97.39	15540809	260450	I	ptg000168l
266870	269324	48361	45940	2455	2422	89.29	15540809	76662	I	ptg000374l
267320	269314	193375	191385	1995	1991	86.02	15540809	213630	I	ptg000077l
270009	271115	189973	188853	1107	1121	88.39	15540809	213630	I	ptg000077l
280908	282373	179986	178544	1466	1443	86.14	15540809	213630	I	ptg000077l
280908	282373	33978	32523	1466	1456	87.23	15540809	76662	I	ptg000374l
283089	284629	177945	176411	1541	1535	85.93	15540809	213630	I	ptg000077l
283089	284629	29443	27916	1541	1528	86.20	15540809	76662	I	ptg000374l
286803	288053	174381	173112	1251	1270	89.16	15540809	213630	I	ptg000077l
286803	287944	25886	24718	1142	1169	89.08	15540809	76662	I	ptg000374l
288089	289348	24553	23266	1260	1288	90.00	15540809	76662	I	ptg000374l
288330	289348	172761	171746	1019	1016	94.80	15540809	213630	I	ptg000077l
291627	293799	20519	18351	2173	2169	85.89	15540809	76662	I	ptg000374l
294541	295568	17410	16398	1028	1013	85.88	15540809	76662	I	ptg000374l
297694	298852	498027	499191	1159	1165	90.10	15540809	1803507	I	ptg000004l
299949	300982	157978	157006	1034	973	80.11	15540809	213630	I	ptg000077l
304461	305657	152185	150999	1197	1187	91.68	15540809	213630	I	ptg000077l
309199	310473	146691	145472	1275	1220	84.34	15540809	213630	I	ptg000077l
310633	312844	145437	143285	2212	2153	86.15	15540809	213630	I	ptg000077l
314522	318531	634024	630004	4010	4021	91.36	15540809	740253	I	ptg000118l
314522	318054	51530	47961	3533	3570	91.86	15540809	53491	I	ptg000282l
321491	322605	137458	136330	1115	1129	83.15	15540809	213630	I	ptg000077l
322822	323992	136326	135184	1171	1143	86.04	15540809	213630	I	ptg000077l
324420	326715	133846	131629	2296	2218	84.91	15540809	213630	I	ptg000077l
326762	327770	131407	130402	1009	1006	87.24	15540809	213630	I	ptg000077l
330068	331117	130288	129224	1050	1065	86.72	15540809	213630	I	ptg000077l
338637	340035	121081	119718	1399	1364	83.97	15540809	213630	I	ptg000077l
341551	342585	118268	117228	1035	1041	86.78	15540809	213630	I	ptg000077l
346095	347578	65495	64017	1484	1479	81.87	15540809	213630	I	ptg000077l
355532	356981	48899	47484	1450	1416	84.85	15540809	213630	I	ptg000077l
359084	360186	45934	44867	1103	1068	80.20	15540809	213630	I	ptg000077l
360596	361597	44431	43418	1002	1014	84.44	15540809	213630	I	ptg000077l
368796	370591	30860	29065	1796	1796	93.43	15540809	213630	I	ptg000077l
373436	375025	25240	23664	1590	1577	88.77	15540809	213630	I	ptg000077l
392096	394720	7620	5053	2625	2568	81.99	15540809	213630	I	ptg000077l
398202	399511	1869	489	1310	1381	81.37	15540809	213630	I	ptg000077l
398382	399511	108241	107093	1130	1149	84.84	15540809	111965	I	ptg000202l
399812	401344	107098	105535	1533	1564	87.92	15540809	111965	I	ptg000202l
402984	404565	85052	83493	1582	1560	90.64	15540809	87650	I	ptg000027l
402984	404659	104132	102486	1676	1647	90.23	15540809	111965	I	ptg000202l
408924	411207	78576	76329	2284	2248	84.64	15540809	87650	I	ptg000027l
408945	409984	97980	96945	1040	1036	84.48	15540809	111965	I	ptg000202l
410088	411210	96845	95712	1123	1134	86.81	15540809	111965	I	ptg000202l
411596	413387	75946	74153	1792	1794	84.66	15540809	87650	I	ptg000027l
411596	412670	95713	94646	1075	1068	85.21	15540809	111965	I	ptg000202l
413798	415510	93730	92034	1713	1697	82.27	15540809	111965	I	ptg000202l
413980	415537	73585	72004	1558	1582	83.23	15540809	87650	I	ptg000027l
415959	418425	91723	89264	2467	2460	83.68	15540809	111965	I	ptg000202l
417187	418425	70798	69547	1239	1252	86.70	15540809	87650	I	ptg000027l
418510	420180	69137	67457	1671	1681	83.34	15540809	87650	I	ptg000027l
418613	420992	89066	86699	2380	2368	83.92	15540809	111965	I	ptg000202l
424367	425492	85430	84292	1126	1139	79.66	15540809	111965	I	ptg000202l
425201	427223	84425	82459	2023	1967	83.10	15540809	111965	I	ptg000202l
425393	427161	64015	62269	1769	1747	83.07	15540809	87650	I	ptg000027l
426975	428213	82121	80939	1239	1183	85.00	15540809	111965	I	ptg000202l
426991	428198	61536	60346	1208	1191	84.55	15540809	87650	I	ptg000027l
428222	429243	300624	299606	1022	1019	91.03	15540809	2745308	I	ptg000005l
428222	429243	3279886	3278865	1022	1022	90.77	15540809	4136571	I	ptg000017l
428222	429243	384454	383437	1022	1018	92.88	15540809	761361	I	ptg000046l
428222	429243	492236	491215	1022	1022	91.83	15540809	1112842	I	ptg000064l
428222	429243	621618	620611	1022	1008	91.42	15540809	1112842	I	ptg000064l
428222	429243	145056	144052	1022	1005	90.84	15540809	749771	I	ptg000166l
428222	429244	220654	219634	1023	1021	91.55	15540809	749771	I	ptg000166l
428222	429243	45756	46776	1022	1021	90.56	15540809	123491	I	ptg000327l
435761	437020	72470	71233	1260	1238	86.43	15540809	111965	I	ptg000202l
435762	437020	45054	43822	1259	1233	86.26	15540809	87650	I	ptg000027l
443150	444209	33248	32185	1060	1064	81.63	15540809	111965	I	ptg000202l
451172	452685	24409	22864	1514	1546	84.97	15540809	111965	I	ptg000202l
