[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	11731	16767	5032	5037	99.58	15540809	726838	I	ptg000031l
5032	11307	17605	23862	6276	6258	99.35	15540809	726838	I	ptg000031l
8126	11307	8654	11834	3182	3181	99.37	15540809	6505490	I	ptg000005l
11307	15763	12056	16513	4457	4458	99.78	15540809	6505490	I	ptg000005l
11307	15753	24084	28531	4447	4448	99.55	15540809	726838	I	ptg000031l
25581	28347	31674	34445	2767	2772	99.24	15540809	726838	I	ptg000031l
34003	35272	20535	19276	1270	1260	87.99	15540809	1588377	I	ptg000039l
34003	35272	230859	232118	1270	1260	88.00	15540809	1588377	I	ptg000039l
34095	35275	29392	30537	1181	1146	89.18	15540809	726838	I	ptg000031l
35367	36370	316513	317521	1004	1009	94.07	15540809	333358	I	ptg000026l
39453	40459	322061	321023	1007	1039	93.08	15540809	333358	I	ptg000026l
50296	52564	511618	513893	2269	2276	92.20	15540809	757439	I	ptg000050l
50313	52564	32718	34976	2252	2259	90.40	15540809	1647206	I	ptg000021l
50983	52561	508875	510381	1579	1507	89.26	15540809	757439	I	ptg000050l
51269	52559	20580	19272	1291	1309	88.32	15540809	1588377	I	ptg000039l
51269	52559	230814	232122	1291	1309	88.41	15540809	1588377	I	ptg000039l
51389	52564	29392	30543	1176	1152	91.00	15540809	726838	I	ptg000031l
51474	52564	510577	511643	1091	1067	90.48	15540809	757439	I	ptg000050l
52562	112888	36094	96508	60327	60415	99.23	15540809	726838	I	ptg000031l
53352	55849	33002	35502	2498	2501	98.72	15540809	2092962	I	ptg000027l
112890	123012	96657	106790	10123	10134	99.55	15540809	726838	I	ptg000031l
123641	150049	106770	133167	26409	26398	99.72	15540809	726838	I	ptg000031l
150050	152741	133806	136483	2692	2678	98.11	15540809	726838	I	ptg000031l
152506	162580	136361	146407	10075	10047	97.63	15540809	726838	I	ptg000031l
162629	172094	146300	155797	9466	9498	97.82	15540809	726838	I	ptg000031l
168050	169592	2430516	2432059	1543	1544	94.16	15540809	6505490	I	ptg000005l
168230	169459	1249978	1251207	1230	1230	92.11	15540809	1837763	I	ptg000011l
168266	169459	2781304	2780107	1194	1198	95.10	15540809	6505490	I	ptg000005l
172094	188877	156236	172968	16784	16733	98.43	15540809	726838	I	ptg000031l
188790	196695	172597	180493	7906	7897	98.90	15540809	726838	I	ptg000031l
190713	191738	1205644	1206668	1026	1025	97.27	15540809	3260163	I	ptg000030l
190714	191738	2708701	2709724	1025	1024	97.76	15540809	6979127	I	ptg000001l
190714	191738	5828621	5829659	1025	1039	96.44	15540809	7442972	I	ptg000002l
190714	191738	2858352	2859376	1025	1025	97.56	15540809	8395168	I	ptg000003l
190714	191739	8168759	8169786	1026	1028	97.37	15540809	8395168	I	ptg000003l
190714	191738	5034850	5035873	1025	1024	98.54	15540809	6505490	I	ptg000005l
190714	191738	440141	441164	1025	1024	96.78	15540809	1519157	I	ptg000053l
190717	191739	985357	986398	1023	1042	92.96	15540809	1519157	I	ptg000053l
190719	191739	7915052	7914027	1021	1026	96.01	15540809	8395168	I	ptg000003l
197782	199690	464428	466369	1909	1942	89.62	15540809	3925009	I	ptg000016l
197782	199366	465555	467170	1585	1616	88.53	15540809	3925009	I	ptg000016l
197782	199006	533176	534369	1225	1194	88.29	15540809	1815838	I	ptg000044l
198375	199702	463691	465028	1328	1338	90.81	15540809	3925009	I	ptg000016l
198756	215873	181218	198367	17118	17150	98.24	15540809	726838	I	ptg000031l
215923	219038	198346	201440	3116	3095	96.54	15540809	726838	I	ptg000031l
218469	236218	200407	218118	17750	17712	98.34	15540809	726838	I	ptg000031l
236694	238316	292596	290973	1623	1624	99.75	15540809	3036425	I	ptg000015l
236695	238315	2274898	2273279	1621	1620	99.94	15540809	3719383	I	ptg000004l
236695	238315	3083622	3082001	1621	1622	99.94	15540809	6505490	I	ptg000005l
236695	238316	14144	15765	1622	1622	99.82	15540809	333358	I	ptg000026l
236695	238316	3104009	3105630	1622	1622	99.82	15540809	3260163	I	ptg000030l
238314	261430	218464	241451	23117	22988	98.19	15540809	726838	I	ptg000031l
261426	264376	241737	244706	2951	2970	93.66	15540809	726838	I	ptg000031l
262575	267523	3897	8866	4949	4970	94.18	15540809	645443	I	ptg000013l
262575	267523	8877	13834	4949	4958	94.57	15540809	645443	I	ptg000013l
262575	266553	12659	16624	3979	3966	97.54	15540809	973128	I	ptg000042l
262576	267523	13775	8754	4948	5022	93.03	15540809	197997	I	ptg000060l
262577	267523	164893	159947	4947	4947	93.45	15540809	404252	I	ptg000017l
263278	266864	3495138	3491564	3587	3575	97.32	15540809	3539973	I	ptg000007l
263297	265885	6152470	6149907	2589	2564	92.36	15540809	6979127	I	ptg000001l
263319	267523	217441	221632	4205	4192	92.18	15540809	278078	I	ptg000065l
263336	264610	296495	295223	1275	1273	98.20	15540809	785092	I	ptg000048l
264262	267523	663815	660581	3262	3235	94.18	15540809	769390	I	ptg000052l
264644	267523	6658	3741	2880	2918	93.44	15540809	415774	I	ptg000025l
265027	267523	117423	114922	2497	2502	95.10	15540809	512146	I	ptg000054l
265173	267522	232244	234564	2350	2321	88.16	15540809	769390	I	ptg000052l
265697	343241	242901	320321	77545	77421	98.89	15540809	726838	I	ptg000031l
