[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
6875	10923	629075	633113	4049	4039	99.56	15540809	799950	I	ptg000020l
7348	11307	622183	626143	3960	3961	99.62	15540809	799950	I	ptg000020l
7348	10923	679909	676342	3576	3568	99.55	15540809	799950	I	ptg000020l
7348	10923	752459	756024	3576	3566	99.52	15540809	799950	I	ptg000020l
7348	10923	785418	788983	3576	3566	99.52	15540809	799950	I	ptg000020l
9373	11307	1866518	1864584	1935	1935	99.43	15540809	1872844	I	ptg000062l
11307	15784	1864372	1859896	4478	4477	99.62	15540809	1872844	I	ptg000062l
11824	15780	1158953	1154998	3957	3956	99.70	15540809	1167862	I	ptg000040l
12060	15891	622182	618361	3832	3822	99.50	15540809	799950	I	ptg000020l
12060	15755	679910	683603	3696	3694	99.68	15540809	799950	I	ptg000020l
12060	15747	752458	748773	3688	3686	99.70	15540809	799950	I	ptg000020l
12060	15891	785417	781596	3832	3822	99.50	15540809	799950	I	ptg000020l
13556	15770	20350	22563	2215	2214	99.73	15540809	201453	I	ptg000052l
15888	17644	1162819	1164575	1757	1757	99.15	15540809	1167862	I	ptg000040l
20890	26510	1164575	1158951	5621	5625	99.27	15540809	1167862	I	ptg000040l
29285	30543	1143802	1145060	1259	1259	99.84	15540809	3610428	I	ptg000006l
29285	30543	894099	895357	1259	1259	99.84	15540809	1946680	I	ptg000007l
29285	30543	2585259	2584001	1259	1259	99.76	15540809	5768498	I	ptg000015l
29285	30542	1327226	1328453	1258	1228	97.22	15540809	1454817	I	ptg000018l
29285	30542	446355	447612	1258	1258	99.76	15540809	2563178	I	ptg000025l
29286	30542	4526411	4527667	1257	1257	99.84	15540809	5768498	I	ptg000015l
29286	30542	791253	792509	1257	1257	99.84	15540809	1724239	I	ptg000021l
29286	30542	535597	536845	1257	1249	99.05	15540809	913493	I	ptg000028l
29286	30544	234066	235324	1259	1259	99.68	15540809	1829073	I	ptg000031l
29286	30543	498311	499568	1258	1258	99.76	15540809	4782759	I	ptg000033l
29286	30543	79580	80837	1258	1258	99.84	15540809	695171	I	ptg000035l
29286	30542	409951	411207	1257	1257	99.76	15540809	1416499	I	ptg000042l
29287	30543	1006606	1007862	1257	1257	99.84	15540809	1776677	I	ptg000008l
29287	30542	381194	379939	1256	1256	99.84	15540809	1454817	I	ptg000018l
29287	30543	462398	463654	1257	1257	99.84	15540809	905006	I	ptg000027l
29287	30542	1389752	1388497	1256	1256	99.84	15540809	2378423	I	ptg000054l
29287	30543	199230	200486	1257	1257	99.76	15540809	296006	I	ptg000061l
29287	30542	610903	609648	1256	1256	99.84	15540809	717711	I	ptg000066l
29288	30546	296916	295658	1259	1259	99.76	15540809	691820	I	ptg000045l
29289	30546	3343848	3342591	1258	1258	99.84	15540809	4845548	I	ptg000004l
29289	30547	4147263	4148521	1259	1259	99.76	15540809	4845548	I	ptg000004l
29289	30546	1151581	1150324	1258	1258	99.76	15540809	2563178	I	ptg000025l
30541	32370	17174	15346	1830	1829	99.56	15540809	201453	I	ptg000052l
30541	32370	1856025	1857853	1830	1829	99.56	15540809	1872844	I	ptg000062l
