[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	157300	152266	5032	5035	99.76	15540809	159335	I	ptg000108l
5032	15857	151428	140603	10826	10826	99.80	15540809	159335	I	ptg000108l
7094	15891	5031	13821	8798	8791	99.83	15540809	580001	I	ptg000126l
13520	15625	1167343	1165240	2106	2104	99.86	15540809	1178502	I	ptg000005l
13520	15625	1170992	1168889	2106	2104	99.86	15540809	1178502	I	ptg000005l
13520	15625	1174725	1172622	2106	2104	99.86	15540809	1178502	I	ptg000005l
13520	15625	1178464	1176361	2106	2104	99.86	15540809	1178502	I	ptg000005l
22539	28732	14234	20433	6194	6200	99.37	15540809	458329	I	ptg000073l
25581	28347	128534	125769	2767	2766	99.24	15540809	159335	I	ptg000108l
29284	30543	1344740	1343481	1260	1260	99.60	15540809	4742270	I	ptg000014l
29285	30544	768236	766977	1260	1260	99.84	15540809	1000373	I	ptg000048l
29286	30542	794529	793273	1257	1257	99.76	15540809	2344236	I	ptg000007l
29286	30546	1604289	1603029	1261	1261	99.68	15540809	2883567	I	ptg000017l
29286	30542	1616055	1617311	1257	1257	99.84	15540809	2883567	I	ptg000017l
29286	30542	172873	171617	1257	1257	99.76	15540809	1115449	I	ptg000030l
29286	30542	82439	81183	1257	1257	100.00	15540809	694501	I	ptg000067l
29287	30542	806058	804803	1256	1256	99.84	15540809	1274477	I	ptg000044l
33381	35275	26110	28005	1895	1896	91.11	15540809	580001	I	ptg000126l
33998	35222	41214	42433	1225	1220	93.32	15540809	458329	I	ptg000073l
34009	35275	6260	7515	1267	1256	97.08	15540809	1213091	I	ptg000035l
38198	39457	766977	768236	1260	1260	99.84	15540809	1000373	I	ptg000048l
38199	39458	1343481	1344740	1260	1260	99.60	15540809	4742270	I	ptg000014l
44608	45669	28518	29570	1062	1053	97.09	15540809	580001	I	ptg000126l
44776	46059	785091	783805	1284	1287	91.63	15540809	816870	I	ptg000076l
48702	50152	28518	29959	1451	1442	92.22	15540809	580001	I	ptg000126l
48870	50324	785091	783633	1455	1459	98.70	15540809	816870	I	ptg000076l
50882	52565	40805	42493	1684	1689	93.58	15540809	458329	I	ptg000073l
51317	52564	26776	28011	1248	1236	89.71	15540809	580001	I	ptg000126l
51323	52566	6264	7523	1244	1260	94.13	15540809	1213091	I	ptg000035l
52562	53790	124528	125762	1229	1235	99.27	15540809	159335	I	ptg000108l
52863	78101	123842	98583	25239	25260	99.81	15540809	159335	I	ptg000108l
53352	55849	1109738	1107239	2498	2500	98.80	15540809	1178502	I	ptg000005l
78165	152058	98584	24699	73894	73886	99.73	15540809	159335	I	ptg000108l
152506	154391	24233	22341	1886	1893	99.16	15540809	159335	I	ptg000108l
154407	162580	22414	14246	8174	8169	99.67	15540809	159335	I	ptg000108l
162629	172094	14353	4802	9466	9552	98.59	15540809	159335	I	ptg000108l
168050	169689	133832	135487	1640	1656	93.43	15540809	334721	I	ptg000041l
168230	169459	2222041	2223269	1230	1229	93.00	15540809	2385526	I	ptg000008l
172094	176687	4619	1	4594	4619	99.33	15540809	159335	I	ptg000108l
178582	188877	396286	385999	10296	10288	99.40	15540809	396286	I	ptg000106l
188790	199690	386370	375396	10901	10975	97.56	15540809	396286	I	ptg000106l
190714	191738	2226286	2225264	1025	1023	97.66	15540809	2344236	I	ptg000007l
190714	191738	450960	449936	1025	1025	98.54	15540809	694501	I	ptg000067l
190714	191738	1678879	1677857	1025	1023	96.79	15540809	2319684	I	ptg000068l
190714	191738	1694768	1695805	1025	1038	94.09	15540809	2319684	I	ptg000068l
197782	203902	377180	370974	6121	6207	94.98	15540809	396286	I	ptg000106l
197786	199484	376809	375144	1699	1666	86.13	15540809	396286	I	ptg000106l
198229	199702	377318	375895	1474	1424	89.88	15540809	396286	I	ptg000106l
203433	219502	371079	355031	16070	16049	99.43	15540809	396286	I	ptg000106l
218004	219438	356273	354823	1435	1451	85.98	15540809	396286	I	ptg000106l
218004	229125	356305	345188	11122	11118	97.24	15540809	396286	I	ptg000106l
228966	261430	345242	312739	32465	32504	99.63	15540809	396286	I	ptg000106l
236691	238316	2104742	2103117	1626	1626	99.88	15540809	4742270	I	ptg000014l
236694	238316	1126496	1128118	1623	1623	99.69	15540809	1852708	I	ptg000029l
236696	238317	232619	230998	1622	1622	99.82	15540809	1728315	I	ptg000043l
236696	238316	679386	681006	1621	1621	99.44	15540809	1000373	I	ptg000048l
261426	263752	312431	310124	2327	2308	96.78	15540809	396286	I	ptg000106l
262575	263618	403884	404924	1044	1041	97.22	15540809	832789	I	ptg000100l
262936	264956	183311	181298	2021	2014	97.23	15540809	391938	I	ptg000107l
263478	264683	559293	560494	1206	1202	97.18	15540809	2344236	I	ptg000007l
263703	265148	1200077	1198634	1446	1444	97.58	15540809	1491435	I	ptg000031l
266295	286766	311294	290877	20472	20418	99.38	15540809	396286	I	ptg000106l
286878	298916	290878	278842	12039	12037	99.42	15540809	396286	I	ptg000106l
297467	298853	140051	141447	1387	1397	96.01	15540809	1289956	I	ptg000028l
297468	298790	410785	412123	1323	1339	95.60	15540809	1130039	I	ptg000075l
297469	298790	2499988	2498660	1322	1329	94.55	15540809	3510902	I	ptg000026l
