[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
9429	11307	1564108	1562231	1879	1878	99.31	15540809	1584382	I	ptg000039l
11307	15168	1562009	1558148	3862	3862	99.25	15540809	1584382	I	ptg000039l
12436	15838	1666227	1662822	3403	3406	99.09	15540809	1673514	I	ptg000059l
13453	14554	1564108	1565209	1102	1102	99.82	15540809	1584382	I	ptg000039l
15888	17972	1048140	1050222	2085	2083	99.33	15540809	1094448	I	ptg000013l
15888	17972	1057482	1055398	2085	2085	99.33	15540809	1094448	I	ptg000013l
19288	28732	1051496	1042050	9445	9447	99.32	15540809	1094448	I	ptg000013l
19288	28732	1054124	1063572	9445	9449	99.30	15540809	1094448	I	ptg000013l
25846	28671	653928	651103	2826	2826	99.08	15540809	728400	I	ptg000042l
29279	30543	1355927	1354663	1265	1265	99.53	15540809	1450798	I	ptg000048l
29285	30543	78406	77148	1259	1259	99.68	15540809	2155040	I	ptg000004l
29285	30542	707471	708728	1258	1258	99.76	15540809	1806049	I	ptg000005l
29285	30545	2789607	2790867	1261	1261	99.76	15540809	5177682	I	ptg000011l
29285	30542	1261507	1262764	1258	1258	99.84	15540809	2994322	I	ptg000030l
29286	30542	660321	659065	1257	1257	99.68	15540809	2845753	I	ptg000002l
29286	30543	1648590	1647333	1258	1258	99.84	15540809	2377973	I	ptg000009l
29286	30543	63577	64834	1258	1258	99.84	15540809	1456788	I	ptg000018l
29286	30543	959952	961209	1258	1258	99.68	15540809	1222011	I	ptg000019l
29286	30542	2101427	2102683	1257	1257	99.84	15540809	2994322	I	ptg000030l
29286	30542	2347387	2348643	1257	1257	99.84	15540809	2994322	I	ptg000030l
29286	30543	2600119	2601376	1258	1258	99.84	15540809	3664280	I	ptg000036l
29286	30542	1259411	1260665	1257	1255	99.60	15540809	1939812	I	ptg000045l
29286	30542	21593	20337	1257	1257	99.84	15540809	1155108	I	ptg000071l
29287	30542	1220731	1219476	1256	1256	99.84	15540809	5177682	I	ptg000011l
29287	30542	2854338	2853083	1256	1256	99.84	15540809	4092505	I	ptg000014l
29287	30542	1114897	1113642	1256	1256	99.76	15540809	2361388	I	ptg000032l
29287	30542	58722	57467	1256	1256	99.76	15540809	2837838	I	ptg000044l
29287	30542	319003	317748	1256	1256	99.76	15540809	1673514	I	ptg000059l
33993	35275	4327942	4326682	1283	1261	88.44	15540809	4339942	I	ptg000023l
38200	39457	708728	707471	1258	1258	99.76	15540809	1806049	I	ptg000005l
38200	39457	1262764	1261507	1258	1258	99.84	15540809	2994322	I	ptg000030l
48525	52558	4330686	4326682	4034	4005	90.00	15540809	4339942	I	ptg000023l
48870	51373	4063978	4061529	2504	2450	92.01	15540809	4092505	I	ptg000014l
53352	55855	971989	969480	2504	2510	98.61	15540809	1094448	I	ptg000013l
54342	61480	279792	272645	7139	7148	99.33	15540809	283996	I	ptg000082l
61671	63012	272606	271265	1342	1342	99.63	15540809	283996	I	ptg000082l
63170	99679	271274	234715	36510	36560	98.73	15540809	283996	I	ptg000082l
99980	112888	234714	221761	12909	12954	99.24	15540809	283996	I	ptg000082l
112936	150049	221599	184615	37114	36985	99.26	15540809	283996	I	ptg000082l
150050	152741	183976	181302	2692	2675	97.96	15540809	283996	I	ptg000082l
152506	162572	181152	171168	10067	9985	97.67	15540809	283996	I	ptg000082l
163325	166858	170336	166802	3534	3535	98.87	15540809	283996	I	ptg000082l
166409	172094	167053	161362	5686	5692	97.41	15540809	283996	I	ptg000082l
