[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
1	5032	3936693	3931662	5032	5032	99.40	15540809	3946257	I	ptg000006l
5027	11014	15453924	15447930	5988	5995	99.10	15540809	15468283	I	ptg000003l
5032	11307	3930824	3924558	6276	6267	99.28	15540809	3946257	I	ptg000006l
9373	11307	6985	8919	1935	1935	99.28	15540809	3002108	I	ptg000010l
9373	11307	14932	16866	1935	1935	99.28	15540809	3002108	I	ptg000010l
9373	11307	11918	13852	1935	1935	99.28	15540809	2703217	I	ptg000014l
9373	11307	21128	23062	1935	1935	99.28	15540809	2703217	I	ptg000014l
11142	15765	15447930	15443307	4624	4624	99.50	15540809	15468283	I	ptg000003l
11307	15891	3924336	3919760	4585	4577	99.52	15540809	3946257	I	ptg000006l
11307	15891	9141	13713	4585	4573	99.43	15540809	3002108	I	ptg000010l
11307	15783	17088	21560	4477	4473	99.53	15540809	3002108	I	ptg000010l
11307	15265	14074	18032	3959	3959	99.62	15540809	2703217	I	ptg000014l
11307	15265	23284	27242	3959	3959	99.62	15540809	2703217	I	ptg000014l
15888	16935	24599	25642	1048	1044	99.05	15540809	3002108	I	ptg000010l
21599	23637	25642	23604	2039	2039	99.07	15540809	3002108	I	ptg000010l
26376	28645	967300	965028	2270	2273	99.12	15540809	982181	I	ptg000020l
28725	33380	28779	24119	4656	4661	99.79	15540809	15468283	I	ptg000003l
29285	30543	598872	597614	1259	1259	99.84	15540809	900897	I	ptg000005l
29285	30542	3138095	3139352	1258	1258	99.68	15540809	7365790	I	ptg000012l
29285	30543	6996568	6995310	1259	1259	99.76	15540809	7365790	I	ptg000012l
29286	30543	10931145	10929888	1258	1258	99.76	15540809	14026602	I	ptg000001l
29286	30552	2174577	2175843	1267	1267	99.68	15540809	6792874	I	ptg000002l
29286	30543	11441677	11442934	1258	1258	99.76	15540809	15468283	I	ptg000003l
29286	30542	12662479	12663735	1257	1257	99.76	15540809	15468283	I	ptg000003l
29286	30542	5638838	5640094	1257	1257	99.76	15540809	10840194	I	ptg000004l
29286	30542	361216	362472	1257	1257	99.60	15540809	900897	I	ptg000005l
29286	30544	2909168	2907910	1259	1259	99.84	15540809	5834751	I	ptg000007l
29286	30542	3690218	3688962	1257	1257	99.84	15540809	5834751	I	ptg000007l
29286	30542	626593	627849	1257	1257	99.84	15540809	5288713	I	ptg000008l
29286	30542	3861881	3863137	1257	1257	99.84	15540809	5288713	I	ptg000008l
29286	30542	2181176	2182432	1257	1257	99.84	15540809	8252466	I	ptg000009l
29286	30543	4859705	4860963	1258	1259	99.52	15540809	8252466	I	ptg000009l
29286	30545	339571	338312	1260	1260	99.84	15540809	3002108	I	ptg000010l
29286	30543	2740092	2738835	1258	1258	99.84	15540809	2990464	I	ptg000011l
29286	30542	7044759	7046015	1257	1257	99.84	15540809	7979772	I	ptg000013l
29286	30542	679677	680933	1257	1257	99.84	15540809	3040698	I	ptg000015l
29286	30542	573857	572601	1257	1257	99.84	15540809	1176869	I	ptg000023l
29287	30542	1978139	1979394	1256	1256	99.76	15540809	5288713	I	ptg000008l
29287	30544	3492119	3490862	1258	1258	99.84	15540809	5288713	I	ptg000008l
29287	30542	532216	530961	1256	1256	99.84	15540809	8252466	I	ptg000009l
29287	30543	229689	230945	1257	1257	99.84	15540809	2990464	I	ptg000011l
29287	30543	1090456	1089200	1257	1257	99.76	15540809	2990464	I	ptg000011l
29287	30546	48453	49712	1260	1260	99.68	15540809	7365790	I	ptg000012l
29287	30542	4328779	4330034	1256	1256	99.76	15540809	7979772	I	ptg000013l
29289	30546	13266565	13267822	1258	1258	99.76	15540809	14026602	I	ptg000001l
29289	30546	4571047	4572304	1258	1258	99.68	15540809	5834751	I	ptg000007l
29289	30547	8174779	8173521	1259	1259	99.76	15540809	8252466	I	ptg000009l
29289	30546	1562663	1561406	1258	1258	99.84	15540809	1790719	I	ptg000017l
33381	35275	13384	15290	1895	1907	92.86	15540809	1032353	I	ptg000018l
33381	35275	17434	19364	1895	1931	91.77	15540809	1032353	I	ptg000018l
33381	34964	21526	23121	1584	1596	92.54	15540809	1032353	I	ptg000018l
33629	42019	22384	30782	8391	8399	99.77	15540809	15468283	I	ptg000003l
34003	35275	5260059	5258800	1273	1260	91.88	15540809	5288713	I	ptg000008l
34023	36297	31781	34049	2275	2269	97.54	15540809	15468283	I	ptg000003l
34023	35275	15440879	15439658	1253	1222	89.44	15540809	15468283	I	ptg000003l
34059	35275	22392	23596	1217	1205	92.53	15540809	3002108	I	ptg000010l
35367	36370	5262422	5263429	1004	1008	94.16	15540809	5288713	I	ptg000008l
38195	39453	8173521	8174779	1259	1259	99.76	15540809	8252466	I	ptg000009l
38196	39453	13267822	13266565	1258	1258	99.76	15540809	14026602	I	ptg000001l
38196	39453	4572304	4571047	1258	1258	99.68	15540809	5834751	I	ptg000007l
38196	39453	1561406	1562663	1258	1258	99.84	15540809	1790719	I	ptg000017l
38199	39453	15822	14568	1255	1255	100.00	15540809	15468283	I	ptg000003l
38199	39453	18233	19487	1255	1255	100.00	15540809	15468283	I	ptg000003l
38199	39457	597614	598872	1259	1259	99.84	15540809	900897	I	ptg000005l
43841	46059	5271223	5269000	2219	2224	97.71	15540809	5288713	I	ptg000008l
44793	46113	29459	30782	1321	1324	97.58	15540809	15468283	I	ptg000003l
47614	50152	5263587	5261072	2539	2516	89.18	15540809	5288713	I	ptg000008l
47935	50324	5271223	5268827	2390	2397	94.50	15540809	5288713	I	ptg000008l
50005	52564	15442209	15439652	2560	2558	92.55	15540809	15468283	I	ptg000003l
50281	52558	30733	33022	2278	2290	98.38	15540809	15468283	I	ptg000003l
50281	52558	5261067	5258800	2278	2268	91.63	15540809	5288713	I	ptg000008l
51317	52564	14050	15296	1248	1247	94.96	15540809	1032353	I	ptg000018l
51317	52564	18124	19370	1248	1247	95.04	15540809	1032353	I	ptg000018l
51317	52564	22192	23438	1248	1247	95.04	15540809	1032353	I	ptg000018l
51353	52564	22392	23602	1212	1211	94.06	15540809	3002108	I	ptg000010l
51696	152685	34050	135031	100990	100982	99.89	15540809	15468283	I	ptg000003l
53355	55849	856017	853525	2495	2493	98.24	15540809	900897	I	ptg000005l
152563	172094	134852	154424	19532	19573	99.32	15540809	15468283	I	ptg000003l
168050	169592	1518443	1516890	1543	1554	94.10	15540809	3946257	I	ptg000006l
168230	169290	385903	384838	1061	1066	92.53	15540809	6792874	I	ptg000002l
168230	169290	387736	388801	1061	1066	92.53	15540809	6792874	I	ptg000002l
168230	169459	2774774	2773541	1230	1234	88.65	15540809	3946257	I	ptg000006l
168230	169459	618400	617175	1230	1226	93.00	15540809	1032353	I	ptg000018l
172094	199460	154767	182119	27367	27353	99.50	15540809	15468283	I	ptg000003l
190702	191738	1472843	1473851	1037	1009	95.27	15540809	14026602	I	ptg000001l
190713	191738	13139006	13137973	1026	1034	96.32	15540809	14026602	I	ptg000001l
190714	191738	8187456	8188496	1025	1041	96.07	15540809	14026602	I	ptg000001l
190714	191738	5688155	5689178	1025	1024	97.57	15540809	6792874	I	ptg000002l
190714	191738	2276465	2275421	1025	1045	94.38	15540809	5288713	I	ptg000008l
190714	191738	6943081	6942058	1025	1024	98.73	15540809	7979772	I	ptg000013l
190720	191738	2084637	2085643	1019	1007	96.27	15540809	3002108	I	ptg000010l
197786	219502	180976	202687	21717	21712	98.82	15540809	15468283	I	ptg000003l
198231	199406	2291444	2292640	1176	1197	89.95	15540809	5834751	I	ptg000007l
218000	229125	201987	213128	11126	11142	99.15	15540809	15468283	I	ptg000003l
228966	263731	213074	247790	34766	34717	99.66	15540809	15468283	I	ptg000003l
236693	238315	100842	102462	1623	1621	99.82	15540809	2990464	I	ptg000011l
236695	238317	2357936	2356314	1623	1623	99.82	15540809	3946257	I	ptg000006l
236695	238316	1687067	1688686	1622	1620	99.51	15540809	8252466	I	ptg000009l
236695	238316	478643	480263	1622	1621	99.57	15540809	3002108	I	ptg000010l
236696	238316	8292577	8294197	1621	1621	99.88	15540809	14026602	I	ptg000001l
236696	238316	5833810	5832191	1621	1620	99.63	15540809	6792874	I	ptg000002l
236696	238315	3674152	3675770	1620	1619	99.75	15540809	3946257	I	ptg000006l
236696	238315	1702521	1704140	1620	1620	99.57	15540809	8252466	I	ptg000009l
236696	238316	816921	818540	1621	1620	99.69	15540809	982181	I	ptg000020l
262575	267305	247158	251869	4731	4712	97.40	15540809	15468283	I	ptg000003l
262575	321816	249015	308223	59242	59209	99.58	15540809	15468283	I	ptg000003l
262575	265090	251449	253961	2516	2513	97.54	15540809	15468283	I	ptg000003l
262891	264070	1295148	1296315	1180	1168	95.43	15540809	15468283	I	ptg000003l
263323	265909	11989990	11992569	2587	2580	97.14	15540809	14026602	I	ptg000001l
263404	265068	860480	858818	1665	1663	96.46	15540809	3002108	I	ptg000010l
263420	265491	396419	398485	2072	2067	98.17	15540809	1176869	I	ptg000023l
263459	265890	400683	403106	2432	2424	97.70	15540809	1176869	I	ptg000023l
263604	264737	1080582	1081712	1134	1131	96.38	15540809	3946257	I	ptg000006l
263733	267523	248513	252295	3791	3783	97.00	15540809	15468283	I	ptg000003l
265025	267523	493538	491049	2499	2490	95.48	15540809	1176869	I	ptg000023l
265877	267523	258543	260194	1647	1652	94.81	15540809	390684	I	ptg000026l
266153	267523	246638	248004	1371	1367	97.45	15540809	15468283	I	ptg000003l
266193	267397	1155916	1154700	1205	1217	94.50	15540809	3002108	I	ptg000010l
266455	267523	493538	492473	1069	1066	95.98	15540809	1176869	I	ptg000023l
297467	298853	2590614	2589220	1387	1395	95.87	15540809	2990464	I	ptg000011l
297469	298851	331629	330188	1383	1442	94.46	15540809	15468283	I	ptg000003l
297469	298839	10907125	10905734	1371	1392	93.78	15540809	15468283	I	ptg000003l
311639	354299	298041	340663	42661	42623	99.65	15540809	15468283	I	ptg000003l
