[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[TAGS]
12928	15733	1168433	1171249	2806	2817	99.15	15540809	1215422	I	ptg000024l
15888	17972	140603	142683	2085	2081	99.23	15540809	166859	I	ptg000018l
15888	17972	87226	89305	2085	2080	99.09	15540809	99087	I	ptg000026l
18569	23027	91302	86840	4459	4463	99.08	15540809	99087	I	ptg000026l
18840	28732	144409	134501	9893	9909	99.28	15540809	166859	I	ptg000018l
26096	28347	1380631	1378376	2252	2256	99.29	15540809	1418502	I	ptg000012l
29285	30542	1519230	1517973	1258	1258	99.84	15540809	3312012	I	ptg000006l
29286	30542	5788142	5786886	1257	1257	99.84	15540809	6544976	I	ptg000002l
29286	30543	3762699	3761442	1258	1258	99.84	15540809	8250347	I	ptg000005l
29286	30542	5401859	5400603	1257	1257	99.84	15540809	8250347	I	ptg000005l
29286	30542	10338997	10340253	1257	1257	99.84	15540809	10586611	I	ptg000007l
29286	30543	820688	821945	1258	1258	99.84	15540809	5749438	I	ptg000009l
29286	30542	2620196	2621452	1257	1257	99.84	15540809	5749438	I	ptg000009l
29286	30543	226004	227261	1258	1258	99.84	15540809	3817440	I	ptg000010l
29286	30543	1765860	1764603	1258	1258	99.84	15540809	3817440	I	ptg000010l
29286	30542	2652323	2653579	1257	1257	99.84	15540809	3981412	I	ptg000016l
29286	30542	500957	499701	1257	1257	99.84	15540809	1215422	I	ptg000024l
29287	30543	2999501	2998245	1257	1257	99.84	15540809	6262608	I	ptg000003l
29287	30542	426432	425177	1256	1256	99.84	15540809	8250347	I	ptg000005l
29287	30542	568555	569810	1256	1256	99.76	15540809	10586611	I	ptg000007l
29287	30542	560959	559704	1256	1256	99.76	15540809	7303059	I	ptg000008l
29287	30542	2854351	2855606	1256	1256	99.84	15540809	5749438	I	ptg000009l
29287	30542	4987142	4988397	1256	1256	99.84	15540809	7773844	I	ptg000014l
29287	30542	1454167	1455422	1256	1256	99.84	15540809	3981412	I	ptg000016l
29287	30542	1657678	1656423	1256	1256	99.84	15540809	1712425	I	ptg000023l
29287	30542	1666992	1665737	1256	1256	99.84	15540809	1712425	I	ptg000023l
29287	30542	31363	32618	1256	1256	99.84	15540809	99087	I	ptg000026l
32372	33380	10543596	10542585	1009	1012	99.41	15540809	10586611	I	ptg000007l
32372	33380	10548632	10547622	1009	1011	99.51	15540809	10586611	I	ptg000007l
32372	33380	10556171	10555161	1009	1011	99.51	15540809	10586611	I	ptg000007l
32372	33380	10560222	10559212	1009	1011	99.51	15540809	10586611	I	ptg000007l
32372	33380	10578199	10577189	1009	1011	99.51	15540809	10586611	I	ptg000007l
32372	33380	10582256	10581246	1009	1011	99.51	15540809	10586611	I	ptg000007l
32372	33380	2355	3368	1009	1014	99.31	15540809	7303059	I	ptg000008l
32372	33380	1414735	1413725	1009	1011	99.51	15540809	1418502	I	ptg000012l
32372	33380	7771280	7772290	1009	1011	99.51	15540809	7773844	I	ptg000014l
32372	33380	26467	25457	1009	1011	99.51	15540809	166859	I	ptg000018l
32372	33380	30566	29556	1009	1011	99.51	15540809	166859	I	ptg000018l
32372	33380	45959	46969	1009	1011	99.51	15540809	166859	I	ptg000018l
32372	33380	110715	109709	1009	1007	99.50	15540809	166859	I	ptg000018l
32372	33380	1192088	1191082	1009	1007	99.50	15540809	1215422	I	ptg000024l
32372	33380	24565	23561	1009	1005	98.91	15540809	99087	I	ptg000026l
32372	33380	1387051	1386041	1009	1011	99.51	15540809	1391141	I	ptg000028l
32372	33380	31768	32774	1009	1007	99.50	15540809	65380	I	ptg000033l
32372	33380	1244	231	1009	1014	99.31	15540809	33708	I	ptg000034l
32372	33380	3648	4659	1009	1012	99.51	15540809	33708	I	ptg000034l
32372	33380	44760	43754	1009	1007	99.50	15540809	50434	I	ptg000037l
