,chrom,x,window_start,window_stop,stat_type,stat
0,I,5000.5,1,10000,theta,0.0029570346167029395
1,I,15000.5,10001,20000,theta,0.0034884579078037674
2,I,25000.5,20001,30000,theta,0.002221412259494246
3,I,35000.5,30001,40000,theta,0.0030838326496873602
4,I,45000.5,40001,50000,theta,0.0031625751799143117
5,I,55000.5,50001,60000,theta,0.002587472045859805
6,I,65000.5,60001,70000,theta,0.0029392444029361915
7,I,75000.5,70001,80000,theta,0.003116762256940425
8,I,85000.5,80001,90000,theta,0.002647953577398157
9,I,95000.5,90001,100000,theta,0.002427317823435722
10,I,105000.5,100001,110000,theta,0.0025139282385044856
11,I,115000.5,110001,120000,theta,0.0023352934223477987
12,I,125000.5,120001,130000,theta,0.0029141874474434837
13,I,135000.5,130001,140000,theta,0.002416263139445562
14,I,145000.5,140001,150000,theta,0.0021348353059676556
15,I,155000.5,150001,160000,theta,0.0023327297046605872
16,I,165000.5,160001,170000,theta,0.0029095729084351613
17,I,175000.5,170001,180000,theta,0.00263221657988652
18,I,185000.5,180001,190000,theta,0.0021639700374527404
19,I,195000.5,190001,200000,theta,0.002846007629205095
20,I,205000.5,200001,210000,theta,0.0021629410337281932
21,I,215000.5,210001,220000,theta,0.002552861568663413
22,I,225000.5,220001,230000,theta,0.002195039113527722
23,I,235000.5,230001,240000,theta,0.001610575152168839
24,I,245000.5,240001,250000,theta,0.0016881670686528108
25,I,255000.5,250001,260000,theta,0.0029550729655385467
26,I,265000.5,260001,270000,theta,0.003125315353858717
27,I,275000.5,270001,280000,theta,0.0029379393680355474
28,I,285000.5,280001,290000,theta,0.002801293200859436
29,I,295000.5,290001,300000,theta,0.0027589698145711523
30,I,305000.5,300001,310000,theta,0.002523064151134641
31,I,315000.5,310001,320000,theta,0.002114637995497133
32,I,325000.5,320001,330000,theta,0.0023101999479896848
33,I,335000.5,330001,340000,theta,0.002273972070949519
34,I,345000.5,340001,350000,theta,0.002305353244314406
35,I,355000.5,350001,360000,theta,0.002688723153113173
36,I,365000.5,360001,370000,theta,0.002261679145948559
37,I,375000.5,370001,380000,theta,0.0025197788713759383
38,I,385000.5,380001,390000,theta,0.0026506323622090184
39,I,395000.5,390001,400000,theta,0.003318971738702285
40,I,405000.5,400001,410000,theta,0.0031692303683172793
41,I,415000.5,410001,420000,theta,0.0032267009608889408
42,I,425000.5,420001,430000,theta,0.002751020480300821
43,I,435000.5,430001,440000,theta,0.0034273549027414884
44,I,445000.5,440001,450000,theta,0.0035231273789873238
45,I,455000.5,450001,460000,theta,0.00270770037270333
46,I,465000.5,460001,470000,theta,0.0033493195291612373
47,I,475000.5,470001,480000,theta,0.003094804691686467
48,I,485000.5,480001,490000,theta,0.0033338564671859575
49,I,495000.5,490001,500000,theta,0.003135618243992785
50,I,505000.5,500001,510000,theta,0.0025958568933471655
51,I,515000.5,510001,520000,theta,0.0024581401121515404
52,I,525000.5,520001,530000,theta,0.003264145407587117
53,I,535000.5,530001,540000,theta,0.00216020199308471
54,I,545000.5,540001,550000,theta,0.003477800704419438
55,I,555000.5,550001,560000,theta,0.002610169169069102
56,I,565000.5,560001,570000,theta,0.0029229258351037243
57,I,575000.5,570001,580000,theta,0.0033125653061123936
58,I,585000.5,580001,590000,theta,0.002934637632027877
59,I,595000.5,590001,600000,theta,0.002801076241685972
60,I,605000.5,600001,610000,theta,0.003216935478809076
61,I,615000.5,610001,620000,theta,0.002911759609442394
62,I,625000.5,620001,630000,theta,0.0019433840292479396
63,I,635000.5,630001,640000,theta,0.003069240518512385
64,I,645000.5,640001,650000,theta,0.003458555270898426
65,I,655000.5,650001,660000,theta,0.004068965216138073
66,I,665000.5,660001,670000,theta,0.0033785074002229162
67,I,675000.5,670001,680000,theta,0.003489943342486825
68,I,685000.5,680001,690000,theta,0.0036776484485118006
69,I,695000.5,690001,700000,theta,0.005231672084388277
70,I,705000.5,700001,710000,theta,0.0032226820308668335
71,I,715000.5,710001,720000,theta,0.0030687116525282827
72,I,725000.5,720001,730000,theta,0.0033183298213133013
73,I,735000.5,730001,740000,theta,0.003458987158419767
74,I,745000.5,740001,750000,theta,0.004110347308664904
75,I,755000.5,750001,760000,theta,0.003250051802765541
76,I,765000.5,760001,770000,theta,0.003167707023534489
77,I,775000.5,770001,780000,theta,0.004640604947237056
78,I,785000.5,780001,790000,theta,0.005128230686282037
79,I,795000.5,790001,800000,theta,0.003973858338047634
80,I,805000.5,800001,810000,theta,0.003984350827231578
81,I,815000.5,810001,820000,theta,0.0034825499566918166
82,I,825000.5,820001,830000,theta,0.0031106425118218217
83,I,835000.5,830001,840000,theta,0.0031309752345221853
84,I,845000.5,840001,850000,theta,0.003444832004573669
85,I,855000.5,850001,860000,theta,0.004426164748928865
86,I,865000.5,860001,870000,theta,0.004887009379785726
87,I,875000.5,870001,880000,theta,0.0030084019575907575
88,I,885000.5,880001,890000,theta,0.004747371509911885
89,I,895000.5,890001,900000,theta,0.0038272397660156815
90,I,905000.5,900001,910000,theta,0.0037750924374427646
91,I,915000.5,910001,920000,theta,0.0031606080744666244
92,I,925000.5,920001,930000,theta,0.0039010154262008774
93,I,935000.5,930001,940000,theta,0.003569691248046525
94,I,945000.5,940001,950000,theta,0.0035763793742138567
95,I,955000.5,950001,960000,theta,0.0037515641502981157
96,I,965000.5,960001,970000,theta,0.0040735178630695755
97,I,975000.5,970001,980000,theta,0.004077011280822111
98,I,985000.5,980001,990000,theta,0.00518842559675354
99,I,995000.5,990001,1000000,theta,0.004598489210462637
100,I,1005000.5,1000001,1010000,theta,0.004930982340932167
101,I,1015000.5,1010001,1020000,theta,0.0049874912704161
102,I,1025000.5,1020001,1030000,theta,0.0037428750195205728
103,I,1035000.5,1030001,1040000,theta,0.005819854334146108
104,I,1045000.5,1040001,1050000,theta,0.004851724764074041
105,I,1055000.5,1050001,1060000,theta,0.004518780394187705
106,I,1065000.5,1060001,1070000,theta,0.003294799019022064
107,I,1075000.5,1070001,1080000,theta,0.003773846061633344
108,I,1085000.5,1080001,1090000,theta,0.004101020213138885
109,I,1095000.5,1090001,1100000,theta,0.004618281204115157
110,I,1105000.5,1100001,1110000,theta,0.007302438262120104
111,I,1115000.5,1110001,1120000,theta,0.008524055489490067
112,I,1125000.5,1120001,1130000,theta,0.005031901072022171
113,I,1135000.5,1130001,1140000,theta,0.0059861114009734295
114,I,1145000.5,1140001,1150000,theta,0.004778299736377846
115,I,1155000.5,1150001,1160000,theta,0.004571624998540376
116,I,1165000.5,1160001,1170000,theta,0.004329122692209514
117,I,1175000.5,1170001,1180000,theta,0.004548923238658734
118,I,1185000.5,1180001,1190000,theta,0.005206838859623555
119,I,1195000.5,1190001,1200000,theta,0.004676697367533876
120,I,1205000.5,1200001,1210000,theta,0.005930358545321773
