,chrom,x,window_start,window_stop,stat_type,stat
0,I,5000.5,1,10000,theta,7.929551534809752e-05
1,I,15000.5,10001,20000,theta,0.0001258680384025661
2,I,25000.5,20001,30000,theta,8.972728276369424e-05
3,I,35000.5,30001,40000,theta,0.00030163997328989044
4,I,45000.5,40001,50000,theta,0.00047195436789620836
5,I,55000.5,50001,60000,theta,0.0010389105360664476
6,I,65000.5,60001,70000,theta,0.0012132584219200966
7,I,75000.5,70001,80000,theta,0.0010019689316740795
8,I,85000.5,80001,90000,theta,0.0014405050576725802
9,I,95000.5,90001,100000,theta,0.0008922781028365667
10,I,105000.5,100001,110000,theta,0.0008356116918573841
11,I,115000.5,110001,120000,theta,0.0009577642810271135
12,I,125000.5,120001,130000,theta,0.0011543143073946638
13,I,135000.5,130001,140000,theta,0.0007765367444986478
14,I,145000.5,140001,150000,theta,0.0007700139889898571
15,I,155000.5,150001,160000,theta,0.0011663158274563554
16,I,165000.5,160001,170000,theta,0.0011098554281518498
17,I,175000.5,170001,180000,theta,0.0010425406897850327
18,I,185000.5,180001,190000,theta,0.0010024089421983118
19,I,195000.5,190001,200000,theta,0.001222106870439009
20,I,205000.5,200001,210000,theta,0.0014972601976181218
21,I,215000.5,210001,220000,theta,0.0008993398435749543
22,I,225000.5,220001,230000,theta,0.0008079675922992299
23,I,235000.5,230001,240000,theta,0.0008713344743442843
24,I,245000.5,240001,250000,theta,0.0010933275750391418
25,I,255000.5,250001,260000,theta,0.0012789973363751777
26,I,265000.5,260001,270000,theta,0.0010269679963289834
27,I,275000.5,270001,280000,theta,0.0009321250166675712
28,I,285000.5,280001,290000,theta,0.0011401893447008484
29,I,295000.5,290001,300000,theta,0.0011258394400572981
30,I,305000.5,300001,310000,theta,0.0009879160898508483
31,I,315000.5,310001,320000,theta,0.0012005602542164728
32,I,325000.5,320001,330000,theta,0.00101142635989882
33,I,335000.5,330001,340000,theta,0.0010967208946388908
34,I,345000.5,340001,350000,theta,0.001011302304169653
35,I,355000.5,350001,360000,theta,0.0007398249848672587
36,I,365000.5,360001,370000,theta,0.001109172902213622
37,I,375000.5,370001,380000,theta,0.000872363930158724
38,I,385000.5,380001,390000,theta,0.001565058909804967
39,I,395000.5,390001,400000,theta,0.0009817941906004894
40,I,405000.5,400001,410000,theta,0.0008720684240593032
41,I,415000.5,410001,420000,theta,0.0011816841847098053
42,I,425000.5,420001,430000,theta,0.0013442051657466436
43,I,435000.5,430001,440000,theta,0.0013068175748988558
44,I,445000.5,440001,450000,theta,0.0012351776508259381
45,I,455000.5,450001,460000,theta,0.0012852518527707913
46,I,465000.5,460001,470000,theta,0.0009985535797864863
47,I,475000.5,470001,480000,theta,0.0013737987670490875
48,I,485000.5,480001,490000,theta,0.0009733486214299955
49,I,495000.5,490001,500000,theta,0.0010794904014002594
50,I,505000.5,500001,510000,theta,0.0013447351771031283
51,I,515000.5,510001,520000,theta,0.0007958903974264252
52,I,525000.5,520001,530000,theta,0.0011047568640754446
53,I,535000.5,530001,540000,theta,0.0015262460916018504
54,I,545000.5,540001,550000,theta,0.0015950827388926262
55,I,555000.5,550001,560000,theta,0.0013766943616400574
56,I,565000.5,560001,570000,theta,0.0011994188238002132
57,I,575000.5,570001,580000,theta,0.0015953225163036384
58,I,585000.5,580001,590000,theta,0.008261100155160317
59,I,595000.5,590001,600000,theta,0.003660859833974031
60,I,605000.5,600001,610000,theta,0.002948908328288691
61,I,615000.5,610001,620000,theta,0.0010552350247929419
62,I,625000.5,620001,630000,theta,0.0020695651822026056
63,I,635000.5,630001,640000,theta,
64,I,645000.5,640001,650000,theta,0.0008461768971567303
65,I,655000.5,650001,660000,theta,0.0009057682160214123
66,I,665000.5,660001,670000,theta,0.001539140699325319
67,I,675000.5,670001,680000,theta,0.0011692699280166374
68,I,685000.5,680001,690000,theta,0.0013510307537749594
69,I,695000.5,690001,700000,theta,0.0012246238839554392
70,I,705000.5,700001,710000,theta,0.0010284103411389957
71,I,715000.5,710001,720000,theta,0.0016199092855517067
72,I,725000.5,720001,730000,theta,0.0012371888901946584
73,I,735000.5,730001,740000,theta,0.0019114136667373308
74,I,745000.5,740001,750000,theta,0.0020429706330396466
75,I,755000.5,750001,760000,theta,0.0010949315867594905
76,I,765000.5,760001,770000,theta,0.001278840903237167
77,I,775000.5,770001,780000,theta,0.0008188885227391689
78,I,785000.5,780001,790000,theta,0.002111098148678047
79,I,795000.5,790001,800000,theta,0.001500804615846687
80,I,805000.5,800001,810000,theta,0.0017520892724914826
81,I,815000.5,810001,820000,theta,0.002108993816071834
82,I,825000.5,820001,830000,theta,0.003166756309875465
83,I,835000.5,830001,840000,theta,0.00373073959311112
84,I,845000.5,840001,850000,theta,0.003362621405340612
85,I,855000.5,850001,860000,theta,0.0014520824742147685
86,I,865000.5,860001,870000,theta,0.0031264814251130368
87,I,875000.5,870001,880000,theta,0.0024184622507497392
88,I,885000.5,880001,890000,theta,0.003142596737778966
89,I,895000.5,890001,900000,theta,0.0025438658243994786
90,I,905000.5,900001,910000,theta,0.0044085450031520566
91,I,915000.5,910001,920000,theta,0.004114061990553342
92,I,925000.5,920001,930000,theta,0.004105314764549687
93,I,935000.5,930001,940000,theta,0.004533700469007726
94,I,945000.5,940001,950000,theta,0.003913967168936963
95,I,955000.5,950001,960000,theta,0.004848894871804799
96,I,965000.5,960001,970000,theta,0.004012721003726312
97,I,975000.5,970001,980000,theta,0.004565668199342829
98,I,985000.5,980001,990000,theta,0.004066595676760231
99,I,995000.5,990001,1000000,theta,0.0023533657609113483
100,I,1005000.5,1000001,1010000,theta,0.002280998592335534
101,I,1015000.5,1010001,1020000,theta,0.002367962187654521
