,chrom,x,window_start,window_stop,stat_type,stat
0,I,5000.5,1,10000,theta,2.2756133454236564e-05
1,I,15000.5,10001,20000,theta,2.0630037286143527e-05
2,I,25000.5,20001,30000,theta,0.00018534068589333037
3,I,35000.5,30001,40000,theta,0.0003693841871086942
4,I,45000.5,40001,50000,theta,0.0002404901673515111
5,I,55000.5,50001,60000,theta,0.00017759563492881093
6,I,65000.5,60001,70000,theta,0.00017970553327041223
7,I,75000.5,70001,80000,theta,0.0003136842131418387
8,I,85000.5,80001,90000,theta,0.00043515204438934784
9,I,95000.5,90001,100000,theta,0.00023819992314684683
10,I,105000.5,100001,110000,theta,0.00035171085782237035
11,I,115000.5,110001,120000,theta,0.0003068183034973441
12,I,125000.5,120001,130000,theta,0.0004797613050631625
13,I,135000.5,130001,140000,theta,0.0001828509529439757
14,I,145000.5,140001,150000,theta,0.00023260811180955506
15,I,155000.5,150001,160000,theta,0.0003736274682727803
16,I,165000.5,160001,170000,theta,0.00040040628764824774
17,I,175000.5,170001,180000,theta,0.0002463893742711029
18,I,185000.5,180001,190000,theta,0.0003515968325807356
19,I,195000.5,190001,200000,theta,0.0003896875422548613
20,I,205000.5,200001,210000,theta,0.00013480218518609457
21,I,215000.5,210001,220000,theta,0.0002491917809472321
22,I,225000.5,220001,230000,theta,0.0004080904722842066
23,I,235000.5,230001,240000,theta,0.0002500193107112762
24,I,245000.5,240001,250000,theta,0.0005577988582205369
25,I,255000.5,250001,260000,theta,0.00039326265732141964
26,I,265000.5,260001,270000,theta,0.00031013195404366124
27,I,275000.5,270001,280000,theta,0.0003292309387187307
28,I,285000.5,280001,290000,theta,0.0003272101931264332
29,I,295000.5,290001,300000,theta,0.0003827381222971439
30,I,305000.5,300001,310000,theta,0.0002835109940775842
31,I,315000.5,310001,320000,theta,0.00027993498448754804
32,I,325000.5,320001,330000,theta,0.00022114890944170454
33,I,335000.5,330001,340000,theta,0.0003462092354653724
34,I,345000.5,340001,350000,theta,0.0004111483182235149
35,I,355000.5,350001,360000,theta,0.00027021794727226286
36,I,365000.5,360001,370000,theta,0.0003677711123317758
37,I,375000.5,370001,380000,theta,0.00015646873224961104
38,I,385000.5,380001,390000,theta,0.00031938756247169034
39,I,395000.5,390001,400000,theta,0.0004140060812851133
40,I,405000.5,400001,410000,theta,0.0003517240193403509
41,I,415000.5,410001,420000,theta,0.0003391183333631266
42,I,425000.5,420001,430000,theta,0.0005044533090257813
43,I,435000.5,430001,440000,theta,0.0004166988511854603
44,I,445000.5,440001,450000,theta,0.00019334717736325523
45,I,455000.5,450001,460000,theta,0.00036884006057044487
46,I,465000.5,460001,470000,theta,0.0003126149764264127
47,I,475000.5,470001,480000,theta,0.00025344716758478124
48,I,485000.5,480001,490000,theta,0.00022854308659737776
49,I,495000.5,490001,500000,theta,0.00024783270558486703
50,I,505000.5,500001,510000,theta,0.000404287206000104
51,I,515000.5,510001,520000,theta,0.00031777904332145013
52,I,525000.5,520001,530000,theta,0.00014493340417564117
53,I,535000.5,530001,540000,theta,0.0003737602585114746
54,I,545000.5,540001,550000,theta,0.00037883169333517735
55,I,555000.5,550001,560000,theta,0.0003950821238962765
56,I,565000.5,560001,570000,theta,0.0003605986467482224
57,I,575000.5,570001,580000,theta,0.00022424021574786937
58,I,585000.5,580001,590000,theta,0.0006540029730711768
59,I,595000.5,590001,600000,theta,0.00029233787454552973
60,I,605000.5,600001,610000,theta,0.0002729916881918314
61,I,615000.5,610001,620000,theta,0.00023699747161173054
62,I,625000.5,620001,630000,theta,0.0009502741994263124
63,I,635000.5,630001,640000,theta,
64,I,645000.5,640001,650000,theta,0.0006475595940261406
65,I,655000.5,650001,660000,theta,0.00030033563596396925
66,I,665000.5,660001,670000,theta,0.00040003089713804186
67,I,675000.5,670001,680000,theta,0.00024971587320685114
68,I,685000.5,680001,690000,theta,0.0004430342720804746
69,I,695000.5,690001,700000,theta,0.0002497554102355412
70,I,705000.5,700001,710000,theta,0.0002361055892348133
71,I,715000.5,710001,720000,theta,0.00036461149478727776
72,I,725000.5,720001,730000,theta,0.0004857617307092055
73,I,735000.5,730001,740000,theta,0.0004758377979430589
74,I,745000.5,740001,750000,theta,0.00016171287292041537
75,I,755000.5,750001,760000,theta,0.00023929841793805803
76,I,765000.5,760001,770000,theta,0.00046976032490996975
77,I,775000.5,770001,780000,theta,0.00046994143256362216
78,I,785000.5,780001,790000,theta,0.0002146948630683961
79,I,795000.5,790001,800000,theta,0.0004306991382427637
80,I,805000.5,800001,810000,theta,0.00031756579741934205
81,I,815000.5,810001,820000,theta,0.0001947887771192095
82,I,825000.5,820001,830000,theta,0.00025965485433363157
83,I,835000.5,830001,840000,theta,0.00042825729899681
84,I,845000.5,840001,850000,theta,0.00032166704140450215
85,I,855000.5,850001,860000,theta,0.00023494376735166356
86,I,865000.5,860001,870000,theta,0.0006807501402078017
87,I,875000.5,870001,880000,theta,0.00043448085871676783
88,I,885000.5,880001,890000,theta,0.0002451901223339466
