,chrom,x,window_start,window_stop,stat_type,stat
0,I,5000.5,1,10000,theta,5.251187899067455e-05
1,I,15000.5,10001,20000,theta,4.761120980677816e-05
2,I,25000.5,20001,30000,theta,2.3763339077450948e-05
3,I,35000.5,30001,40000,theta,7.988319660617654e-05
4,I,45000.5,40001,50000,theta,0.00027748045325194247
5,I,55000.5,50001,60000,theta,0.00043925477155712904
6,I,65000.5,60001,70000,theta,0.0006480233870659399
7,I,75000.5,70001,80000,theta,0.0007722014098346559
8,I,85000.5,80001,90000,theta,0.0009038424650578206
9,I,95000.5,90001,100000,theta,0.0007696244511554239
10,I,105000.5,100001,110000,theta,0.0009592805680770899
11,I,115000.5,110001,120000,theta,0.0007671010455564593
12,I,125000.5,120001,130000,theta,0.0006854226930056093
13,I,135000.5,130001,140000,theta,0.00039561951721327145
14,I,145000.5,140001,150000,theta,0.0005636679727496107
15,I,155000.5,150001,160000,theta,0.0008982076885622644
16,I,165000.5,160001,170000,theta,0.0007560663633004746
17,I,175000.5,170001,180000,theta,0.0006092484068187955
18,I,185000.5,180001,190000,theta,0.00088520267790537
19,I,195000.5,190001,200000,theta,0.0011691468899864455
20,I,205000.5,200001,210000,theta,0.0006610968241893827
21,I,215000.5,210001,220000,theta,0.0010269632229039215
22,I,225000.5,220001,230000,theta,0.0005565271179051188
23,I,235000.5,230001,240000,theta,0.0005449531584012508
24,I,245000.5,240001,250000,theta,0.0011264058003296674
25,I,255000.5,250001,260000,theta,0.0011193667001281658
26,I,265000.5,260001,270000,theta,0.000644166638879942
27,I,275000.5,270001,280000,theta,0.000886454877788312
28,I,285000.5,280001,290000,theta,0.000697066035230818
29,I,295000.5,290001,300000,theta,0.0007176857046380461
30,I,305000.5,300001,310000,theta,0.0009269296712993238
31,I,315000.5,310001,320000,theta,0.0006957465552762475
32,I,325000.5,320001,330000,theta,0.0006698743032382518
33,I,335000.5,330001,340000,theta,0.0006900471606808082
34,I,345000.5,340001,350000,theta,0.0006697921403162306
35,I,355000.5,350001,360000,theta,0.0007127140850950441
36,I,365000.5,360001,370000,theta,0.0006202504249161067
37,I,375000.5,370001,380000,theta,0.0006499938882714919
38,I,385000.5,380001,390000,theta,0.0007831701798607164
39,I,395000.5,390001,400000,theta,0.0010881713330608079
40,I,405000.5,400001,410000,theta,0.0013112550507679611
41,I,415000.5,410001,420000,theta,0.0010316580954238886
42,I,425000.5,420001,430000,theta,0.0014038965896659603
43,I,435000.5,430001,440000,theta,0.0010578502486612515
44,I,445000.5,440001,450000,theta,0.0014502083502201538
45,I,455000.5,450001,460000,theta,0.0029367459867180893
46,I,465000.5,460001,470000,theta,0.002675455605539274
47,I,475000.5,470001,480000,theta,0.0018847429815284753
48,I,485000.5,480001,490000,theta,0.0016702429343201277
49,I,495000.5,490001,500000,theta,0.0005004674946319402
50,I,505000.5,500001,510000,theta,0.000763394499533769
51,I,515000.5,510001,520000,theta,0.0009167363886647575
52,I,525000.5,520001,530000,theta,0.000752593070562049
53,I,535000.5,530001,540000,theta,0.0010243206875169444
54,I,545000.5,540001,550000,theta,0.0008014324970645281
55,I,555000.5,550001,560000,theta,0.0006216775182147345
56,I,565000.5,560001,570000,theta,0.001097005017178918
57,I,575000.5,570001,580000,theta,0.0014662917052054884
58,I,585000.5,580001,590000,theta,0.007169395458814699
59,I,595000.5,590001,600000,theta,0.002024023469235815
60,I,605000.5,600001,610000,theta,0.0007875327830077282
61,I,615000.5,610001,620000,theta,0.0006078107964914995
62,I,625000.5,620001,630000,theta,0.0008224119457828657
63,I,635000.5,630001,640000,theta,
64,I,645000.5,640001,650000,theta,0.0013076665038309933
65,I,655000.5,650001,660000,theta,0.0008798477929455781
66,I,665000.5,660001,670000,theta,0.0008462801989290013
67,I,675000.5,670001,680000,theta,0.0007564054780747902
68,I,685000.5,680001,690000,theta,0.0018258222730427928
69,I,695000.5,690001,700000,theta,0.0020177200971225966
70,I,705000.5,700001,710000,theta,0.0017125375903746297
71,I,715000.5,710001,720000,theta,0.0021036794717695343
72,I,725000.5,720001,730000,theta,0.0016816041112368999
73,I,735000.5,730001,740000,theta,0.002836929798229405
74,I,745000.5,740001,750000,theta,0.0021459600936297027
75,I,755000.5,750001,760000,theta,0.0017258341297526761
76,I,765000.5,760001,770000,theta,0.0018294869669440161
77,I,775000.5,770001,780000,theta,0.001754432698957326
78,I,785000.5,780001,790000,theta,0.0019465497653853798
79,I,795000.5,790001,800000,theta,0.002349437356366725
80,I,805000.5,800001,810000,theta,0.00369502222140085
81,I,815000.5,810001,820000,theta,0.0020229523306513333
82,I,825000.5,820001,830000,theta,0.002396986796593024
83,I,835000.5,830001,840000,theta,0.0036357429540271585
84,I,845000.5,840001,850000,theta,0.002159598722625232
85,I,855000.5,850001,860000,theta,0.0010351415522093696
86,I,865000.5,860001,870000,theta,0.0032936524451073865
87,I,875000.5,870001,880000,theta,0.0020611474970409927
88,I,885000.5,880001,890000,theta,0.001980524498465742
89,I,895000.5,890001,900000,theta,0.0027967301170608427
90,I,905000.5,900001,910000,theta,0.002462488870850572
91,I,915000.5,910001,920000,theta,0.0017851942718507628
92,I,925000.5,920001,930000,theta,0.001775874900812432
93,I,935000.5,930001,940000,theta,0.0018010604617408404
94,I,945000.5,940001,950000,theta,0.002746750827422276
95,I,955000.5,950001,960000,theta,0.0040254535846659225
96,I,965000.5,960001,970000,theta,0.002631859156044985
97,I,975000.5,970001,980000,theta,0.0038665903681904664
98,I,985000.5,980001,990000,theta,0.003670873385787401
99,I,995000.5,990001,1000000,theta,0.0022782235439367344
100,I,1005000.5,1000001,1010000,theta,0.0024366456593124097
101,I,1015000.5,1010001,1020000,theta,0.0013762780674727096
102,I,1025000.5,1020001,1030000,theta,0.002474930919882238
103,I,1035000.5,1030001,1040000,theta,0.002855615412710256
