,chrom,x,window_start,window_stop,stat_type,stat
0,I,5000.5,1,10000,theta,0.0
1,I,15000.5,10001,20000,theta,7.379100019818146e-05
2,I,25000.5,20001,30000,theta,0.00017185535572471208
3,I,35000.5,30001,40000,theta,0.00010998742766381573
4,I,45000.5,40001,50000,theta,0.0002149632367858026
5,I,55000.5,50001,60000,theta,0.0007864836969141224
6,I,65000.5,60001,70000,theta,0.0010980887664488097
7,I,75000.5,70001,80000,theta,0.0006732049442197439
8,I,85000.5,80001,90000,theta,0.001452717569298081
9,I,95000.5,90001,100000,theta,0.0012212152023617375
10,I,105000.5,100001,110000,theta,0.001181780756538607
11,I,115000.5,110001,120000,theta,0.0009145414677051586
12,I,125000.5,120001,130000,theta,0.0010623133980564056
13,I,135000.5,130001,140000,theta,0.0006812858659771824
14,I,145000.5,140001,150000,theta,0.0009984112962994716
15,I,155000.5,150001,160000,theta,0.0012621721625561042
16,I,165000.5,160001,170000,theta,0.0011284015677342735
17,I,175000.5,170001,180000,theta,0.0013009714254861816
18,I,185000.5,180001,190000,theta,0.0009527400171478607
19,I,195000.5,190001,200000,theta,0.001533248651943953
20,I,205000.5,200001,210000,theta,0.001165244517571488
21,I,215000.5,210001,220000,theta,0.0010611036587443857
22,I,225000.5,220001,230000,theta,0.0014154543842342419
23,I,235000.5,230001,240000,theta,0.0006624348453970304
24,I,245000.5,240001,250000,theta,0.0011222859651782117
25,I,255000.5,250001,260000,theta,0.0017504979512509963
26,I,265000.5,260001,270000,theta,0.0013311627176361466
27,I,275000.5,270001,280000,theta,0.0011449053057046353
28,I,285000.5,280001,290000,theta,0.0009002991829132224
29,I,295000.5,290001,300000,theta,0.0010555309653394037
30,I,305000.5,300001,310000,theta,0.001070420418403239
31,I,315000.5,310001,320000,theta,0.0008215725731358518
32,I,325000.5,320001,330000,theta,0.0007580620934420777
33,I,335000.5,330001,340000,theta,0.001013192245658095
34,I,345000.5,340001,350000,theta,0.0008362376637201984
35,I,355000.5,350001,360000,theta,0.0008744840262327167
36,I,365000.5,360001,370000,theta,0.0009107101031632661
37,I,375000.5,370001,380000,theta,0.0010074034945322908
38,I,385000.5,380001,390000,theta,0.0027132199267038163
39,I,395000.5,390001,400000,theta,0.002358385499860134
40,I,405000.5,400001,410000,theta,0.002645176507104185
41,I,415000.5,410001,420000,theta,0.001580553384169866
42,I,425000.5,420001,430000,theta,0.002901135648423672
43,I,435000.5,430001,440000,theta,0.001392290090033708
44,I,445000.5,440001,450000,theta,0.002612628307065798
45,I,455000.5,450001,460000,theta,0.005277174559627522
46,I,465000.5,460001,470000,theta,0.004535455402772898
47,I,475000.5,470001,480000,theta,0.0037610327357116818
48,I,485000.5,480001,490000,theta,0.003330859599363044
49,I,495000.5,490001,500000,theta,0.002105356357893189
50,I,505000.5,500001,510000,theta,0.0021033942364040064
51,I,515000.5,510001,520000,theta,0.0017049823849175302
52,I,525000.5,520001,530000,theta,0.0014688232828864035
53,I,535000.5,530001,540000,theta,0.0014204483424003923
54,I,545000.5,540001,550000,theta,0.0022207475938605444
55,I,555000.5,550001,560000,theta,0.0016700959815345788
56,I,565000.5,560001,570000,theta,0.0016024976212614549
57,I,575000.5,570001,580000,theta,0.0020051963037174517
58,I,585000.5,580001,590000,theta,0.00701785452631063
59,I,595000.5,590001,600000,theta,0.002483430915120487
60,I,605000.5,600001,610000,theta,0.0009113592061026404
61,I,615000.5,610001,620000,theta,0.0005337430759527115
62,I,625000.5,620001,630000,theta,0.0014162537748879885
63,I,635000.5,630001,640000,theta,
64,I,645000.5,640001,650000,theta,0.001737178275601523
65,I,655000.5,650001,660000,theta,0.0007437199085000545
66,I,665000.5,660001,670000,theta,0.000795056228039926
67,I,675000.5,670001,680000,theta,0.0018236201052618172
68,I,685000.5,680001,690000,theta,0.002528342613853003
69,I,695000.5,690001,700000,theta,0.0026436438059597453
70,I,705000.5,700001,710000,theta,0.0021716214228696424
71,I,715000.5,710001,720000,theta,0.0024779203435632675
72,I,725000.5,720001,730000,theta,0.0032968090526291553
73,I,735000.5,730001,740000,theta,0.004224641138340944
74,I,745000.5,740001,750000,theta,0.0036312313162040586
75,I,755000.5,750001,760000,theta,0.0037447365437344726
76,I,765000.5,760001,770000,theta,0.004340703946142698
77,I,775000.5,770001,780000,theta,0.004219371874484013
78,I,785000.5,780001,790000,theta,0.0031814492171305542
79,I,795000.5,790001,800000,theta,0.0030811112703877687
80,I,805000.5,800001,810000,theta,0.003628544431970434
81,I,815000.5,810001,820000,theta,0.002256092663129497
82,I,825000.5,820001,830000,theta,0.002167088341348226
83,I,835000.5,830001,840000,theta,0.0035018495200333575
84,I,845000.5,840001,850000,theta,0.0030681647847491823
85,I,855000.5,850001,860000,theta,0.0013501138488963618
86,I,865000.5,860001,870000,theta,0.0035904760375314346
87,I,875000.5,870001,880000,theta,0.0022735649411043065
88,I,885000.5,880001,890000,theta,0.002572573382686364
89,I,895000.5,890001,900000,theta,0.003785799140602353
90,I,905000.5,900001,910000,theta,0.0037801801437331844
91,I,915000.5,910001,920000,theta,0.002524109274225695
92,I,925000.5,920001,930000,theta,0.0035260418943620234
93,I,935000.5,930001,940000,theta,0.003174536243509597
94,I,945000.5,940001,950000,theta,0.0030873263421784653
95,I,955000.5,950001,960000,theta,0.00208183034335211
96,I,965000.5,960001,970000,theta,0.003047988141262203
97,I,975000.5,970001,980000,theta,0.0034146423621119262
98,I,985000.5,980001,990000,theta,0.004227600849116915
99,I,995000.5,990001,1000000,theta,0.0014902264619130713
100,I,1005000.5,1000001,1010000,theta,0.003172238590228868
101,I,1015000.5,1010001,1020000,theta,0.0030424852511027377
102,I,1025000.5,1020001,1030000,theta,0.004289509678888814
103,I,1035000.5,1030001,1040000,theta,0.003253167963041179
104,I,1045000.5,1040001,1050000,theta,0.004777607992509523
105,I,1055000.5,1050001,1060000,theta,0.0041356132708187734
106,I,1065000.5,1060001,1070000,theta,0.002945953806014809
107,I,1075000.5,1070001,1080000,theta,0.002291560567868177
108,I,1085000.5,1080001,1090000,theta,0.003830207341665137
109,I,1095000.5,1090001,1100000,theta,0.0020155172146546006
110,I,1105000.5,1100001,1110000,theta,0.002036111211159719
111,I,1115000.5,1110001,1120000,theta,0.002770653832051233
112,I,1125000.5,1120001,1130000,theta,0.002145382144164923
113,I,1135000.5,1130001,1140000,theta,0.003205707985938345
114,I,1145000.5,1140001,1150000,theta,0.0019103961534294048
115,I,1155000.5,1150001,1160000,theta,0.0023034421412708125
116,I,1165000.5,1160001,1170000,theta,0.0023471954671734586
117,I,1175000.5,1170001,1180000,theta,0.0008469311618423192
118,I,1185000.5,1180001,1190000,theta,0.0021712241076354086
119,I,1195000.5,1190001,1200000,theta,0.002616891176148506
120,I,1205000.5,1200001,1210000,theta,0.002484448131027393
121,I,1215000.5,1210001,1220000,theta,0.002051096772656672
122,I,1225000.5,1220001,1230000,theta,0.0015407851008065938
123,I,1235000.5,1230001,1240000,theta,0.0008304908800638427
124,I,1245000.5,1240001,1250000,theta,0.0012451518301405705
125,I,1255000.5,1250001,1260000,theta,0.002252137455755886
126,I,1265000.5,1260001,1270000,theta,0.0008718101111176989
127,I,1275000.5,1270001,1280000,theta,0.00350578775173585
128,I,1285000.5,1280001,1290000,theta,0.0030526125111948457
129,I,1295000.5,1290001,1300000,theta,0.0035022541843664303
130,I,1305000.5,1300001,1310000,theta,0.004287083485631523
131,I,1315000.5,1310001,1320000,theta,0.002402732426264371
132,I,1325000.5,1320001,1330000,theta,0.0017563360580788077
133,I,1335000.5,1330001,1340000,theta,0.0008382753299661157
134,I,1345000.5,1340001,1350000,theta,0.0014284193740437413
135,I,1355000.5,1350001,1360000,theta,0.001077196456501288
136,I,1365000.5,1360001,1370000,theta,0.0015033328313862663
137,I,1375000.5,1370001,1380000,theta,0.0017330138784407859
138,I,1385000.5,1380001,1390000,theta,0.003826369847942987
139,I,1395000.5,1390001,1400000,theta,0.003835915606937997
140,I,1405000.5,1400001,1410000,theta,0.004374620258139735
141,I,1415000.5,1410001,1420000,theta,0.0026286896034530527
142,I,1425000.5,1420001,1430000,theta,0.0021009294652534977
143,I,1435000.5,1430001,1440000,theta,0.0033661374574202835
144,I,1445000.5,1440001,1450000,theta,0.003014928061366679
145,I,1455000.5,1450001,1460000,theta,0.001960141025476605
146,I,1465000.5,1460001,1470000,theta,0.0024578285345522345
147,I,1475000.5,1470001,1480000,theta,0.0029794614068138596
148,I,1485000.5,1480001,1490000,theta,0.0044395784574995
149,I,1495000.5,1490001,1500000,theta,0.002319261948489136
150,I,1505000.5,1500001,1510000,theta,0.002190664458234195
151,I,1515000.5,1510001,1520000,theta,0.0013485552196830179
152,I,1525000.5,1520001,1530000,theta,0.003866745503806021
153,I,1535000.5,1530001,1540000,theta,0.0012662376658783094
154,I,1545000.5,1540001,1550000,theta,0.0015708968696035936
155,I,1555000.5,1550001,1560000,theta,0.002028517010506033
156,I,1565000.5,1560001,1570000,theta,0.0027209663209280593
157,I,1575000.5,1570001,1580000,theta,0.002931804267261542
158,I,1585000.5,1580001,1590000,theta,0.0024987323995020057
159,I,1595000.5,1590001,1600000,theta,0.003035657221908977
160,I,1605000.5,1600001,1610000,theta,0.0024661874515507906
161,I,1615000.5,1610001,1620000,theta,0.0013539052595870585
162,I,1625000.5,1620001,1630000,theta,0.001609008799468326
163,I,1635000.5,1630001,1640000,theta,0.00040429600452520395
164,I,1645000.5,1640001,1650000,theta,0.0024328122229026034
165,I,1655000.5,1650001,1660000,theta,0.0016403368646459207
166,I,1665000.5,1660001,1670000,theta,0.0024315255501632174
167,I,1675000.5,1670001,1680000,theta,0.002024731997313052
168,I,1685000.5,1680001,1690000,theta,0.001780771093668094
169,I,1695000.5,1690001,1700000,theta,0.0017403704444284279
170,I,1705000.5,1700001,1710000,theta,0.001322633623805379
171,I,1715000.5,1710001,1720000,theta,0.0024386695986925817
172,I,1725000.5,1720001,1730000,theta,0.0007820466749975493
173,I,1735000.5,1730001,1740000,theta,0.0012171078700022695
174,I,1745000.5,1740001,1750000,theta,0.0015937908204079626
175,I,1755000.5,1750001,1760000,theta,0.002339284842103543
176,I,1765000.5,1760001,1770000,theta,0.003408693894028178
177,I,1775000.5,1770001,1780000,theta,0.0020630626675617004
178,I,1785000.5,1780001,1790000,theta,0.0018127202899076208
179,I,1795000.5,1790001,1800000,theta,0.002040157301038236
180,I,1805000.5,1800001,1810000,theta,0.001307311176819682
181,I,1815000.5,1810001,1820000,theta,0.0015128116008149314
182,I,1825000.5,1820001,1830000,theta,0.0030689034291709336
183,I,1835000.5,1830001,1840000,theta,0.0014811037479851952
184,I,1845000.5,1840001,1850000,theta,0.0014808812567767742
185,I,1855000.5,1850001,1860000,theta,0.0014799667114828267
186,I,1865000.5,1860001,1870000,theta,0.0014872197123345153
187,I,1875000.5,1870001,1880000,theta,0.0019182472535319913
188,I,1885000.5,1880001,1890000,theta,0.003899071993548451
189,I,1895000.5,1890001,1900000,theta,0.003977739598781084
190,I,1905000.5,1900001,1910000,theta,0.0022909311025650085
191,I,1915000.5,1910001,1920000,theta,0.0010343455617147107
192,I,1925000.5,1920001,1930000,theta,0.0011083197398337717
193,I,1935000.5,1930001,1940000,theta,0.0020564916605266457
194,I,1945000.5,1940001,1950000,theta,0.0033417404854361797
195,I,1955000.5,1950001,1960000,theta,0.0019016417287863246
196,I,1965000.5,1960001,1970000,theta,0.002157743360883801
197,I,1975000.5,1970001,1980000,theta,0.0022618382301833073
198,I,1985000.5,1980001,1990000,theta,0.0021534276832028435
199,I,1995000.5,1990001,2000000,theta,0.0010765436101640145
200,I,2005000.5,2000001,2010000,theta,0.0017873846573400337
201,I,2015000.5,2010001,2020000,theta,0.003076327370393616
202,I,2025000.5,2020001,2030000,theta,0.002898369538683065
203,I,2035000.5,2030001,2040000,theta,0.0033990090597311724
